@English@|@Indonesian@
@redemption@|@past ~:nasi sdh mjd bubur, pembebasan, penebusan, penyelamatan@
@red-handed@|@tertangkap basah@
@red-letter day@|@hari di mana peristiwa penting/menyenangkan tjd@
@redolent@|@berbau@
@redouble@|@melipatgandakan, mpbsr, mpkuat@
@redoubtable@|@dahsyat, menakutkan@
@redound@|@membantu, menaikkan, menunjang, menyumbang, mpbsr@
@redress@|@membetulkan, memulihkan, mengimbangi@
@redskin@|@org Indian@
@reduce@|@mengecilkan, mengurangi@
@reduce to@|@membuat, mjdkan@
@reduced@|@ciut@
@redundancy@|@kelebihan@
@redundant@|@kelebihan, mubazir@
@reed@|@bag bergetar berbunyi (orgel, broken ~:harapkan, broken ~:org/suatu yg tdk mberikan sokongan yg di-, buluh yg hidup di air@
@reedy@|@melengking@
@reef@|@batu karang, mengurangi lebar layar dgn menggulung@
@reef-knot@|@simpulan mati@
@reek@|@berbau tdk enak@
@reel@|@(musik utk) tarian Skotlandia, berjln terhuyung2, gelendong, gulungan, pening, terkejut@
@reel off@|@menceritakan dgn cepat & mudah@
@refectory@|@ruang makan@
@refer@|@meneruskan, mengirim utk ditangani, menyerahkan@
@refer to@|@memaksudkan, membicarakan, mengacu/berhub kpd@
@refer to; -an@|@acu@
@referee@|@pembuat keputusan, wasit, wasit@
@reference@|@acuan, pernyataan ttg kelakuan/kecakapan-, petunjuk, seseorg@
@reference to@|@berkenaan/berhub dgn, tentang@
@reference; ber-an@|@acu@
@referendum@|@penyerahan masalah politik pd org bnyk dgn refe-, rendum (pemungutan suara)@
@refine@|@bersih, halus, lebih berbudaya, memurnikan, mjd murni, sopan@
@refined@|@seni@
@refined/cultured; soft/delicate/smooth; meng-kan@|@halus@
@refinement@|@kehalusan budi bhs/cita rasa/selera, kembangan yg halus & menakjubkan, pemurnian, per-@
@refinery@|@tempat utk membersihkan/memurnikan/penyaringan@
@refit@|@kapan baru, mpsiapkan (kapal) spy dpt berlayar lagi, perleng-@
@reflect@|@memikirkan, mptimbangkan@
@reflect upon@|@berakibat buruk, mencemarkan (nama)@
@reflection@|@celaan, pengutaraan perasaan, pikiran, renungan@
@reflection; imagination; mem-kan@|@bayang@
@reflective@|@berpikir, termenung@
@reflexion@|@=reflection@
@reform@|@mpbaiki@
@reformatory@|@bersifat mpbaiki@
@reformer@|@pendukung perubahan & perbaikan dgn giat@
@refract@|@membiaskan@
@refractory@|@keras kepala, sulit diatasi@
@refrain@|@menjauhkan/menahan diri dr@
@refreshed/ing@|@segar@
@refreshment@|@penyegar, sesuatu yg menyegarkan@
@refrigerator@|@kulkas@
@refuge@|@pengungsian, tempat berlindung@
@refugee@|@pengungsi@
@refund@|@membayar kembali, mengembalikan uang@
@refusal@|@hak menolak, penolakan@
@refuse@|@menolak, menolak, sampah@
@refute@|@menyanggah, menyangkal@
@regain@|@memperoleh kembali@
@regal@|@agung, berkenaan/spt raja/ratu, megah@
@regale@|@menikmati, menjamu@
@regalia@|@lambang, lambang/hiasan perkumpulan, tanda2 raja@
@regard@|@as ~s:sehub/bertalian dgn, hormat, memandangi, memperhatikan, menatap, mengamat2i, menganggap, menghargai, menghormati, mengindahkan, mphatikan, salam@
@regard/consider/deem; -an@|@anggap@
@regardful@|@sangat/penuh perhatian@
@regarding@|@kena, mengenai, sehub/bertalian dgn@
@regarding; against@|@tentang@
@regarding; against; men-@|@tentang@
@regarding; ber-an@|@kena@
@regatta@|@perlombaan kapal layar@
@regency@|@jabatan wkl raja@
@regenerate@|@memberi kekuatan baru, menghidupkan kembali, meninggikan akhlak, reborn@
@regent@|@mewkli raja yg blm dewasa/tua/sakit, tdk ada di -, tempat@
@regime@|@cara hidup, cara memerintah, pemerintahan@
@regiment@|@jml bsr, mengatur, mengorganisir, menjlnkan-, resimen, tata tertib@
@regimentation@|@tata tertib/politik yg keras@
@region@|@daerah@
@region/area/sphere; se-an@|@kawas@
@register@|@anjur ... menganjurkan, buku pencatatan/daftar, daftar, kan (perasaan), mendaftar(kan), mengirim surat tercatat, menunjuk-, tingkat bunyi alat musik@
@register; men-kan@|@daftar@
@registrar@|@daftar, org yg memegang pendaftaran & buku daftar@
@registration@|@pendaftaran@
@registry@|@tempat pendaftaran@
@regresi@|@kembalinya pd tahap perkembangan yg lebih dulu@
@regret@|@kekecewaan, kesal, sesal, sesal@
@regret; dear@|@sayang@
@regretful@|@menyesal, sedih@
@regrettable@|@patut disesalkan@
@regular@|@adat-istiadat/sopan-santun, rapi, serasi, sesuai dgn-, teratur, terlatih, tersusun@
@regular pace@|@derap@
@regular social gathering whose members contribute to and take turns at winning an aggregate sum of money.@|@arisan@
@regularity@|@keteraturan, ketetapan@
@regularize@|@membetulkan, mengesahkan, mjdkn teratur@
@regularly@|@biasanya, scr teratur/tetap@
@regulate@|@mencocokkan, mengatur@
@regulation@|@peraturan, susunan@
@regulation/rule; peng-an@|@atur@
@rehabilitate@|@memugar, merawat org-, meremajakan, mpbaiki, pemulihan, sakit/cacat@
@rehearsal@|@latihan@
@rehearse@|@berlatih, mengatakan berkali2, mengulang2, menjelaskn@
@reign@|@masa pemerintahan, mencekam, menguasai, silence ~s:sunyi senyap, takhta@
@reimburse@|@membayar kembali, mengganti uang@
@rein@|@kekang, kendali@
@reindeer@|@rusa kutub (utk pengangkut)@
@reinforce@|@mpkuat@
@reinforcement@|@bala bantuan@
@reinforcements@|@bala@
@reins; ber-@|@kendali@
@reins; restraint@|@kekang@
@reinstate@|@mengembalikan pd kead/kedud semula@
@reinstatement@|@pengembalian pd kead/kedud semula@
@reiterate@|@mengulang@
@reject@|@mengafkir, menolak, menolak, menolak, sangkal@
@rejoice@|@gembira, girang@
@rejoicing@|@perayaan, pesta merayakan sesuatu@
@rejoin@|@menjawab@
@rejoinder@|@jawaban (ttg perselisihan)@
@rejuvenate@|@mempermuda, meremajakan@
@rejuvenate; replace old w/ new; pe-an@|@remaja@
@rejuv'tion@|@remaja@
@rekomendasi@|@anjuran, pernyataan bhw org ini sesuai utk..., saran@
@relapse@|@kambuh, kembali ke kebiasaan buruk, kumat@
@relate@|@menceritakan, menghub, mengisahkan, mptalikan@
@relate; -an@|@papar@
@related by the remarriage of a parent and not by blood; ibu -@|@tiri@
@related to@|@sangkut@
@related; -i@|@hubung@
@relation@|@kait@
@relationship@|@hub, hubung@
@relationship beetween parents whose children are married to@|@besan@
@relative@|@kerabat, nisbi, penghub, saling berhub, sanak@
@relative to@|@berhub/bertalian dgn@
@relative; family; (brother@|@saudara@
@relax@|@melemaskan, mengendurkan@
@relax(ed); ber-(2)@|@santai@
@relaxation@|@hiburan, istirahat, santai@
@relay@|@giliran, merelay siaran, persediaan tenaga baru@
@relay race@|@perlombaan bersambung@
@release@|@lampias@
@relegate@|@menurunkan pangkat, menyerahkan utk ditangani@
@relent@|@menjadi lembut hatinya@
@relentless@|@tanpa belas kasihan@
@reliability@|@keandalan@
@reliable@|@andal, jujur, kebenaran@
@reliance@|@kepercayaan@
@reliant@|@percaya@
@relic@|@bagian tubuh/pakaian org suci yg disimpan setelah, jimat, meninggal, peninggalan jaman dulu, pusaka@
@relief@|@bantuan, bebas tugas, kejelasan grs2 gbr, kelegaan, suatu yg me+ kegairahan hidup@
@relieve@|@melapangkan, melegakan, meringankan@
@religion@|@agama@
@relinquish@|@melepaskan, tdk mengharapkan lagi@
@relish@|@kegemaran, kesukaan, menikmati, rasa sedap@
@reluctance@|@keengganan, keseganan@
@reluctant@|@enggan, enggan, keberatan, malas, segan, tangguh@
@reluctant; fail to keep o's word (- janji); meng-i/kan@|@ingkar@
@rely@|@(up)on:bergantung, mengandalkan@
@rely on@|@andal, mengandalkan@
@remain@|@tetap, tinggal@
@remain unmarried@|@lajang@
@remain unmarried (past usual marrying age); me-@|@lajang@
@remainder@|@sisa, yg tersisa@
@remaining / effective time period@|@tenggang@
@remains@|@bekas, mayat, peninggalan, reruntuhan, sisa@
@remand@|@mengembalikan ke penjara@
@remark@|@melihat, mengatakan, mengelurkan pndpt, mphatikan@
@remarkable@|@bukan main, hebat, hebat, luar biasa, luar biasa, patut diperhatikan@
@remarkable; complicated; ke-an@|@pelik@
@remedial@|@bersifat mengobati/membetulkan@
@remedy@|@cara utk memperbaiki kesalahan, cara utk mpbaiki kesalahan, menyembuhkan, obat@
@remember; per-an@|@ingat@
@remember? (reminder or warning particle); Saya tdk bawa uang@|@lho@
@remembrance@|@hormat, ingat, kenangan, peringatan, salam, tanda mata@
@remind@|@mengingatkan, peringatan@
@reminiscence@|@hal mengingat2, kenangan masa lalu@
@reminiscent@|@mengingatkan, teringat masa lalu@
@remiss@|@lalai, lengah, tdk hati2@
@remission@|@keringanan, pembebasan, pengampunan, pengurangan@
@remit@|@batalkan, me-, membatalkan, membebaskan, mengampuni, mengirimkan, mengirimkan uang, mengurangi, nyerahkan pd yg berwenang@
@remittance@|@jml yg dikirimkan, pengiriman uang@
@remnant@|@potongan kain sisa loakan, sisa, sisa yg tinggal sedikit@
@remonstrate@|@membantah, memprotes, menyanggah@
@remorse@|@sangat menyesal, sesal@
@remorseful@|@penuh sesal@
@remote@|@kecil, sedikit, terpencil@
@removal@|@pemecatan, pemindahan, penanggalan, penyingkiran, pindah@
@remove@|@papas@
@remove peel or shells; strip s.o. (of clothes); analyze (a problem)@|@kupas@
@remunerate@|@memberi imbalan, menggaji@
@rend@|@membagi dgn paksa, membelah, memecah, mengoyak@
@Rendeemer@|@Kristus penebus/pembebas/penyelamat@
@render@|@dijernihkan, dilelehkan, memainkan, membalas, memberi, menawarkan, menerjemahkan, mengajukan, mengirimkan, menjadikan, menyanyikan, menyebabkan, mjdkan, mptunjukkan@
@rendera - )@|@jasa@
@rendezvous@|@tempat perjumpaan/pertemuan@
@renew@|@mpbaharui, mulai lagi@
@renewal@|@pembaharuan@
@renounce@|@kan, melepaskan, menolak, menyerah-, tdk mau mengakui/mengenal/berhub@
@renown@|@ketenaran@
@rent@|@menyewa, robek@
@rent a house; rumah -@|@sewa@
@rent out@|@sewa@
@rent room and board@|@indekos@
@rent; - rumah@|@sewa@
@rent; meny-kan@|@sewa@
@rented house; peny-@|@sewa@
@renter@|@sewa@
@renunciation@|@=renounce@
@repair@|@pergi berduyun2, sering mengunjungi, tambal@
@repair (tambal); adhere; di- perangko@|@tempel@
@repair shop@|@bengkel@
@repairing@|@benah@
@repartee@|@jawaban yg mengena@
@repast@|@makanan, santapan (resmi)@
@repatriate@|@memulangkan kembali ke negerinya@
@repayment for s.t. good@|@imbal@
@repeal@|@membatalkan, mencabut, menghapus@
@repeat@|@mengulangi, ulangi@
@repeat; - tahun@|@ulang@
@repeatedly digress; me-kan@|@lantur@
@repel@|@jijikkan, memukul mundur, men-, menangkis, mengelakkan, mengusir@
@repellent@|@basmi, menjijikkan, pem-, pengusir, tdk menarik/menyenangkan@
@repent@|@menyesali, tobat@
@repentance@|@penyesalan, sesal, tobat@
@repentant@|@menyesal@
@repercussion@|@akibat tdk langsung, gema, kumandang, pembalikan@
@repertoire@|@acara sandiwara/lagu/tarian yg tersedia utk diper-, tunjukkan@
@repertory@|@=repertoire@
@repine@|@mengeluh, tdk puas@
@replacement; change; - ber-@|@ganti@
@replenish@|@mengisi/menambah lagi@
@replete@|@kenyang, penuh, tersedia banyak@
@replica@|@salinan@
@reply@|@balas, membalas, menjawab@
@reply; answer; response@|@jawab@
@report@|@adu, kabar, letusan tembakan@
@repose@|@aso ... mengaso, beralaskan, berbaring, berdsrkan, beristirahat, keheningan, kesunyian, ketenangan, mena-, ruh@
@repository@|@gudang@
@reprehensible@|@patut ditegur/dipersalahkan, tercela@
@represent@|@melukiskan, menceritakan, menerangkan, menganggap, menggambarkan, menjelaskan, mewakili@
@representation@|@gambaran, penggambaran, perwakilan@
@representative@|@bersifat mewkli/menggambarkan@
@representative; vice@|@wakil@
@represi@|@keinginan yg tak pantas dr kesadaran, pengekangan, proses psikis tak sadar menyingkirkan pikiran/-@
@repress@|@menahan, menekan, mengekang, menindas@
@reprieve@|@hukuman mati, keamanan sementara, mentara wkt, pembatalan hukuman, terhindar dr kesulitan/bahaya utk se-@
@reprimand@|@teguran keras@
@reprisal@|@pembalasan dendam@
@reproach@|@menegur, menyalahkan, menyesali@
@reproachful@|@mencela, menyesalkan@
@reprobate@|@mengutuk, menolak, tdk bermoral, terkutuk@
@reproof@|@celaan, teguran@
@reproval@|@celaan, teguran@
@reprove@|@mencela, menegur, mpsalahkan@
@republic that never was@|@antah@
@repudiate@|@menolak, menyangkal, tdk mau mengakui@
@repugnance@|@kebencian, keengganan berbuat sesuatu@
@repugnant@|@memuakkan, menjijikkan@
@repulse@|@memukul mundur, menahan, menampik, menolak@
@repulsion@|@keengganan, perasaan jijik/muak@
@repulsive@|@menjijikkan@
@reputable@|@terkemuka, ternama, terpandang@
@repute@|@nama baik@
@reputed@|@dianggap, dikenal sbg@
@request@|@pinta, tanya@
@request (minta)@|@mohon@
@request (mohon)@|@minta@
@request; -an@|@pinta@
@requiem@|@misa utk org meninggal@
@require@|@membutuhkan, membutuhkan, memerlukan, mengharuskan, menuntut, perlu@
@require; ke-an@|@harus@
@requirement@|@kebutuhan, keharusan, keperluan, tuntutan@
@requisite@|@diharuskan, diperlukan, tuntutan@
@requisition@|@permohonan utk disediakan, tuntutan@
@requital@|@pembalasan, pembayaran kembali@
@requite@|@membalas, membayar kembali, memberi imbalan@
@rescind@|@membatalkan (UU)@
@research@|@bahas, riset, selidik, telaah@
@resemblance@|@kemiripan, kesamaan@
@resemble@|@mirip@
@resemble; assume@|@misal@
@resemble; ke-an@|@mirip@
@resemble; me-kan@|@rupa@
@resent@|@merasa sakit hati/marah/terhina@
@resentful@|@kesal, sakit hati, sebal, sebel, tersinggung@
@resentment@|@dendam, dendam, kebencian, sakit hati@
@reservation@|@pemesanan tempat, persediaan@
@reserve@|@ketenangan, mencadangkan, menyediakan, sikap diam/tdk ramah, simpanan, syarat@
@reserve price@|@harga terendah yg spt diterima@
@reserve/backup/spare; men-kan@|@cadang@
@reserve/set aside; spare part@|@cadang@
@reserve; meny-kan@|@serap@
@reserved@|@bersikap kurang ramah, diam, hati2@
@reservoir@|@sumber iptek, waduk@
@reside@|@bertempat tinggal@
@residence@|@tempat tinggal@
@residence; institution@|@panti@
@residency@|@jabatan residen, karesidenan@
@resident@|@penduduk, penghuni@
@residential@|@daerah perumahan kota@
@residue@|@sisa@
@resign@|@meletakkan jabatan, menyerah, sikap sabar/menerima@
@resilience@|@daya pegas/lenting@
@resilient@|@elastis, lenting@
@resilient; memper-kan@|@kuat@
@resin@|@damar, getah@
@resin/caulking; test/premiere@|@gala@
@resist@|@tentang@
@resistless@|@tdk dpt dilawan@
@resolute@|@kebulatan pendapat, pendirian teguh, resolusi, tegas@
@resolute; able to endure hardship@|@tabah@
@resolute; men-kan@|@tegas@
@resolve@|@bertekad, membagi/memisahkan ke dlm bagian2, memecahkan, memutuskan, menyelesaikan, tekad@
@resort to@|@minta tolong, mpgunakan, sering mengunjungi@
@resound@|@bergema, berkumandang@
@resource@|@akal, hiburan, kekayaan, sumber@
@resourceful@|@banyak akal, pandai@
@respect@|@in ~ to:ttg hal, junjung, khidmat, mengenai, sehub dgn, with ~ to:berkenaan dgn, without ~:tdk peduli/mphatikan@
@respect; meny-i@|@segan@
@respectability@|@hal terhormat@
@respectable@|@agak/cukup bsr, patut@
@respectably@|@dgn hormat, yg terhormat@
@respectful@|@penuh hormat, sopan@
@respectful greeting w/ palms together@|@sembah@
@respecting@|@berkenaan dgn, mengenai@
@respective@|@masing2@
@respectively@|@berturut2, msg2@
@respiration@|@nafas, pernafasan@
@respirator@|@alat utk bernafas@
@respire@|@bernafas@
@respite@|@penundaan, wkt istirahat/kelegaan@
@resplendence@|@kemegahan@
@resplendent@|@berkilauan, berseri, megah@
@respond to e.o.; in accordance; meny-@|@sambut@
@response; -annya@|@balas@
@rest@|@aso ... mengaso, bergantung, penopang, tumpuan@
@rest; pause; break; intermission; recess (ber-) rest; take a break (meng-kan) give s.o. a rest or pause (peng-an) giving s.o a rest; putting s.o into retirement@|@istirahat@
@restatement@|@uraian dgn cara lain/baru@
@restful@|@sepi, tenang, tenteram@
@resting place@|@makam@
@restitution@|@pengembalian (barang yg dicuri) ke pemiliknya@
@restive@|@gelisah, tdk mauu diam, tdk sabar/menurut@
@restless@|@gelisah, risau@
@restless; worried@|@gelisah@
@restlessness; unrest (- sosial)@|@resah@
@restore@|@memuulihkan, mengembalikan, mpbaharui, mpbaiki@
@restored/repaired (v@|@pulih@
@restrain@|@menahan diri, mencegah, mengekang@
@restrain/prevent/prohibit; combat/guard against; pen-@|@cegah@
@restrained@|@kendali@
@restraint@|@penahanan diri, pengekangan@
@restrict@|@kendala, membatasi, membatasi@
@restriction@|@pembatasan@
@result@|@akibat@
@result/achievement; -2@|@oleh@
@resume@|@meneruskan/mengambil/menempati lagi@
@resumption@|@penerusan, pengambilan/hal melanjutkan lagi@
@resurrect@|@membangkitkan lagi, mengingat lagi@
@Resurrection@|@Kebangkitan Yesus/semua org pd hr kiamat@
@resuscitate@|@menyadarkan org pingsan@
@retail@|@dagang eceran kecil2an, meneruskan omongan org, mengecerkan@
@retail price (harga rincih)@|@ecer@
@retain@|@menahan, mendpt bantuan dgn bayaran(pengacara)@
@retainer@|@bayaran utk mdpt bantuan, pembantu rumah org besar@
@retaliate@|@pembalasan@
@retard@|@menghambat kemajuan@
@retch@|@bunyi spt akan muntah@
@retd@|@=retired@
@retention@|@daya ingat, daya simpan, daya tahan@
@retentive@|@dpt menyimpan, punya daya penahan@
@reticent@|@pendiam@
@retinue@|@pengiring perginya org besar@
@retire@|@mengundurkan diri, pensiun@
@retired@|@pensiun@
@retiring@|@mengasingkan diri, pendiam@
@retort@|@jawaban cepat & tajam, manaskan cairan, membalas, tabung kaca utk me-@
@retrace@|@kembali lagi sepanjang, mengenang dulu, mengusut@
@retract@|@kembali, memasukkan -, membatalkan, menarik kembali, mencabut@
@retraction@|@mencabut kembalii@
@retrench@|@berhemat, memperkecil, mengurangi@
@retrenchment@|@penghematan, pengurangan@
@retribution@|@hukuman setimpal@
@retrieve@|@membetulkan, memiliki kembali, memulihkan@
@retro-@|@berbalik, kembali lagi, surut@
@retrospect@|@tinjauan ke belakang, tinjauan ke blk@
@retrospective@|@berkenaan dgn tinjauan ke blk, berlaku surut@
@return@|@kembali, laba, laporan/pernyataan -, memilih wkl ke parlemen, resmi@
@return s.t.@|@kembali@
@return ticket@|@karcis pulang-pergi@
@return; (meng)-kan@|@kembali@
@return; go home; go back to (home@|@pulang@
@return; me-@|@ruju(k)@
@return; se-nya@|@balik@
@reveal@|@memberitahukan rahasia, membukakan, memperlihatkan@
@reveille@|@tanda tentara utk bangun pagi@
@revel@|@bersenang2, gembira@
@revel in@|@menyukai, senang@
@revelation@|@ilham, pemberitahuan rahasia, wahyu@
@Revelation@|@Wahyu@
@revelry@|@pesta pora yg meriah@
@revenge@|@dendam@
@revenue@|@pendptan, penghasilan@
@revenue officer@|@petugas pajak@
@revenue stamps@|@materai@
@reverberate@|@berkumandang, gema, menggema@
@revere@|@memuja, menghormati@
@reverence@|@pujaan, rasa hormat mendlm@
@reverend@|@gelar/sebutan bagi pendeta, patut dihormati@
@reverent@|@menghormati, merasa hormat@
@reverential@|@disebabkan/ditandai rasa hormat@
@reverie@|@angan2, impian, lamunan@
@reversal@|@kebalikan, pembalikan@
@reverse@|@kebalikan, kekalahan, kemalangan, membatalkan@
@revert@|@kembali ke kead sebelumnya@
@review@|@meneliti/mptimbangkan kembali, mengulang, re-, sensi, ulasan@
@revile@|@mengumpat@
@revise@|@mempertimbangkan/memperbaiki kembali@
@revision@|@perbaikan@
@revival@|@pengembalian ke kead semula, penghidupan kembali, penghidupan kembali@
@revivalist@|@org yg mengadakan pertemuan utk mpbsr minat pd agm@
@revive@|@bali, hidup lagi, memulihkan, mengembalikan ke kead semula, menyadarkan, mjdkn segar kem-@
@revocation@|@pembatalan, penarikan kembali, percabutan@
@revoke@|@membatalkan, menarik kembali, mencabut, ruju(k)@
@revolt@|@kan, memberontak, memuakkan, menjijik-, merasa ngeri/jijik@
@revolt); rage; be tense and excited w. enthusiasm@|@gebu@
@revolted; loathe@|@muak@
@revolutionary@|@pendukung/bersifat revolusi@
@revolve@|@berputar, memikirkan dr semua segi, pusar@
@revolve; -an@|@edar@
@revolver@|@pistol@
@revue@|@pertunjukan tari/lawak/musik@
@revulsion@|@perubahan perasaan yg mendadak & mutlak@
@reward@|@anugerah, hadiah, hadiah@
@reward for moral conduct@|@pahala@
@reward s.o.@|@karunia@
@rhapsody@|@kenikmatan (dlm pidato, luapan, musik, puisi)@
@rhetoric@|@penggunaan kata2 yg indah dlm pidato (muluk2)@
@rhetorical@|@menggunakan kata yg menyentuh perasaan@
@rhetorician@|@ahli pidato@
@rheumatism@|@encok@
@rhino@|@badak@
@rhinoceros@|@badak@
@rhubarb@|@tanaman dgn tangkai banyak air utk dimasak@
@rhyme@|@penyesuaian bunyi, rima, sajak, syair@
@rhythm@|@irama@
@rhythmic motion@|@alun@
@rib@|@(menyerupai) tulang rusuk@
@ribald@|@kotor/kasar bhsnya, mengejek@
@ribaldry@|@bhs kotor/tdk senonoh@
@ribbed@|@bergaris, berjalur, berusuk@
@ribbon@|@lencana, pita, pita@
@rice@|@beras@
@rice flour; - sagu@|@tepung@
@rice plant/field@|@padi@
@rice w/ assorted side dishes@|@lemak@
