@English@|@Haitian creole@
@rehearsal@|@repetisyon@
@reign@|@rèy@
@reins@|@brid@
@reintroduce@|@parèt ankò@
@reject@|@refize, rejè@
@relate@|@rakonte, relate@
@relates@|@fè konnen 3@
@relation@|@rapò a, relasyon@
@relations@|@frapman an@
@relationship (social)@|@frekantasyon an@
@relative@|@fanmi, paran@
@relax@|@detann, met dlo nan diven, rilaks@
@release@|@degaje, lage, liberasyon, libere@
@reliable@|@sèten@
@relief@|@alemye, èd la, lèd la, solajman@
@religious@|@relijye@
@religious bro@|@frè a@
@religious leaders@|@chèf relijye@
@relinquish@|@reziyen 2@
@relish@|@asezonman, gou@
@reload@|@rechaje@
@rely@|@depann sou, gen konfyans@
@rely on@|@konte sou@
@remain@|@restan, rete@
@remake@|@refè@
@remark@|@remak, remak la, remake@
@remedy@|@remèd, soulaje, swaye@
@remedy prepared in drugstore@|@medikaman an@
@remind@|@fè sonje, sonje@
@remission@|@konvalesans@
@remit@|@remèt@
@remorse@|@remò@
@remote@|@adistans (adj), lwen@
@remove@|@retire, wete@
@remove the top@|@dekouvri@
@render@|@rann, rapòte, remèt, tradui (lang)@
@renounce@|@rejte@
@renounce so as satan@|@abonotcho@
@renown@|@renome@
@rent@|@lwaye, lwe@
@renting@|@afèmaj la, afèmay la@
@repair@|@ranje, repare@
@repeal@|@revokasyon an@
@repeat@|@rapòte 2, repete@
@repetition@|@repetisyon@
@reply@|@reponn@
@report@|@rapè, rapò a@
@repose@|@poze@
@represent@|@reprezante@
@representative@|@reprezantatif@
@reprimand@|@obsèvasyon@
@reproach@|@obsèvasyon, repròch@
@reproduce@|@fè pitit, refè@
@reproduction@|@repwodiksyon@
@reputation@|@renome, repitasyon@
@request@|@demand, mande@
@request ardently@|@priye@
@required@|@oblije 2@
@research@|@rechèch@
@resell@|@revann@
@resemble@|@sanble@
@reservation@|@rezèv la, rezèvasyon@
@reserve@|@rezèv la@
@reserved@|@rezève@
@reserved seat@|@plas rezève@
@residence@|@residans@
@residue of a fruit after squeezing (oranges)@|@zanma a@
@resign ones self@|@reziyen@
@resilient@|@lyan@
@resist@|@refize, reziste@
@resistance@|@rezistans la@
@resolution@|@rezolisyon an@
@resource@|@resous@
@respect@|@respè, respekte@
@respecting the@|@konsènan@
@respond@|@reponn@
@responisbility@|@chaj@
@response@|@repons@
@responsibility@|@chay la, responsabilite@
@responsible@|@responsab@
@rest@|@pòz, repo, repoze, rès, restan@
@restaurant@|@restoran@
@restless@|@ajite, antchouprèt, antchoutchout, antoupwèt, antyoupwèt, antyoutyout, toumante 2@
@restlessness@|@enkyetid, lenkyetid@
@restore@|@parèt ankò, refè@
@restraint@|@jèn nan@
@restrict@|@restrenn@
@result@|@aboutisman, rezilta@
@retail@|@an detay, andetay@
@reticent@|@rebèl@
@retire@|@retrèt@
@retired@|@retrèt@
@retirement@|@retrèt@
@retirement home@|@mezon retrèt@
@retiring@|@retrèt@
@retreat@|@bak 3@
@retro satanas@|@alelouya satan@
@return@|@retounen, tounen@
@reunion@|@reyinyon an@
@reveaed@|@fè konnen 2@
@reveal@|@devwale, gaye, revele@
@reveling@|@ribanbèl@
@revenge@|@revanj@
@revenue agent@|@prepoze a@
@reverse@|@bak, revè@
@review@|@repase, revi, revisyon@
@revise@|@korije@
@revocation@|@revokasyon an@
@revolver@|@revòlvè a@
@reward@|@rekonpans, rekonpanse@
@rhetoric@|@diskou@
@rheumatism@|@frechè a, rimatis la@
@rib@|@kòt, zokòt@
@ribbon@|@riban@
@rice@|@diri@
@rice flour for making porridge@|@founde a@
@rich@|@rich@
@rich soil@|@tè cho@
@riches@|@fòtin, richès, richès la@
@rid@|@debarase@
@riddle@|@devinèt, kont la@
@riddler says timtim audience replys bwa chech@|@timtim bwa chèch@
@ride@|@monte@
@ridge@|@fè a@
@ridge piece of a house@|@fetyè a@
@ridicule@|@bèt, ridikil@
@ridiculous@|@nyè, rizib@
@rifle@|@fizi@
@right@|@dwat@
@right (direction)@|@adwat@
@right (not left)@|@drèt, dwat@
@right (side)@|@dwat@
@right away@|@lapoula, tousuit, touswit, toutsuit@
@right hand@|@men dwat@
@right here@|@isit-menm@
@right on the spot@|@lapoula 2@
@right then and there@|@lapoula@
@right there@|@isit-la-menm, la menm@
@rights (legal)@|@dwa@
@rigid@|@rèd 3, rijid, sèk@
@rim@|@rebò@
@rind@|@krout, po@
@ring@|@bag, sonnen@
@rinse@|@rense@
@riot@|@atroupman@
@rip@|@akro a@
@ripe@|@apwen, mi@
@ripen@|@abouti, bouti@
@rise@|@leve kanpe@
@rites and beliefs of Arada nation@|@vodou a@
@ritual@|@degre, seremoni@
@ritualistic geometric design to invoke a divinity@|@vèvè a@
@river@|@dlo, flèv, rivyè@
@roach@|@ravèt@
@road@|@chemen, chimen an, larout, rout, wout@
@roadway@|@ale a@
@roar@|@gronde, ranmi@
@roasted peanuts@|@amizman, anmizman an@
@robber@|@vòlè a, vòlò a@
@robbery@|@vòl la@
@robe@|@ròb@
@rock@|@balanse, dodinen, galèt, ròch, wòch la@
@rock slowly side to side@|@tange@
@rogue@|@vakabon@
@role@|@wèl@
@roll@|@roule, roulo@
@roll (bread)@|@tipen an@
@romance@|@romans@
@roof@|@do, tèt kay, twakay@
@room@|@chanm, kote a, plas@
@roost@|@jouk la@
@root@|@rasin@
@rooted@|@anrasinen@
@rope@|@kòd@
@rose@|@leve kanpe, roz@
@rose garden@|@jaden roz@
@rot@|@pouri, pouriti@
@rotten@|@pouri@
@roudy@|@tapajè@
@rough@|@brital@
@rough sandals with a sole and a strap@|@sapat@
@roughly@|@konsa 2@
@round@|@arondi, ponm, ron@
@round flat cake baked in buttered pan@|@ponmkèt la@
@rounds@|@kout kat@
@rouse@|@reveye@
@route@|@achemine, chemen, chimen an, larout, rout, wout@
@rove@|@flannen@
@row@|@rame, ran, ronje@
@row (noise)@|@tapaj la@
@rowdy@|@lòbèy@
@rub@|@frote, masaje@
@rubber@|@kaoutchou@
@rubbish@|@fatra@
@rude@|@grosoulye, grosye, maleve@
@rug@|@tapi a@
@ruin@|@anflajele, anfrajele, ruin, ruine@
@rule@|@dirije, kòmande, règ@
@ruler@|@règ@
@rum@|@ronm@
@rumor@|@bri, brui a, bwi, chuichui@
@run after@|@kouri dèyè@
@run aground@|@chwe, echwe@
@run around@|@toupizi 2, vire tounen@
@run away@|@chape poul, kouri, kouri ale bè rout@
@run down@|@koule@
@run over@|@kraze@
@runner@|@pitit@
@running stomach@|@vant kouri@
@rush@|@wachwach, wachwach@
@rust@|@rouy, rouye@
@rusty@|@rouye@
@ruthless@|@kriyèl, mechan, michan@
@'s    (a òm  Men's  Rad a òm  Men's clothing)@|@a@
@sack@|@sak la@
@sacrifice@|@sakrifis@
@sad@|@tris@
@Sadducees@|@Sadiseyen@
@sadness@|@lapenn@
@safe@|@alabri, ansekirite, ansite, kòfrefò, senesòf@
@said@|@te fè konnen@
@said of a greedy person@|@akrèk@
@said to someone who forgets to say thank you@|@mèsi chen@
@sail@|@navige, vrèl, vwal, vwèl@
@sail boat@|@vwalye a@
@salad@|@salad@
@salary@|@apwentman an, salè@
@sale@|@balans, lavant@
@saliva@|@dlo bouch, krache@
@salmon@|@somon@
@salt@|@sèl@
@salt lake@|@letan sèl@
@salutation@|@ochan@
@salute@|@salye@
@salvation@|@rechap@
@same@|@mèmman, menm, menmman@
@sample@|@echantiyon@
@san parey unmatched@|@parèy@
@sand@|@sab@
@sandal@|@alapis la@
@sandwich@|@sandwich@
@sane@|@ki pa fou, lisid@
@sap@|@lèt@
@sapodilla fruit@|@sapoti, sapotiy@
@sash@|@echap, sentiwon@
@satan@|@abonocho, abonotcho, abwenotcho@
@Satan@|@satan an@
@satiate@|@plen@
@satin@|@saten@
@satisfaction@|@satisfaksyon@
@satisfactory@|@akseptab@
@satisfied@|@kontan 2, satisfè@
@satisfy@|@satistè@
@saturate@|@satire@
@Saturday@|@samdi@
@sauce@|@sòs@
@saucer@|@sokoup@
@sausage@|@sosis@
@savage@|@sovaj@
@savage beast@|@bèt sovaj@
@savant@|@savan@
@save@|@chape 2, sove@
@savior@|@lesovè, sovè@
@savor@|@gou@
@say again@|@redi@
@saying@|@konsa 2@
@says@|@fè konnen@
@scabbard@|@fouro a@
@scald@|@chode@
@scalp@|@po tèt@
@scandal@|@tralala la, voksal 2@
@scarce@|@ra@
@scarcely@|@apèn, apenn@
@scarcity@|@dizèt@
@scare@|@efreye, fè pè@
@scarecely@|@fèk@
@scarf@|@echap, foula a@
@scent@|@fre a, odè, orè, sant@
@schedule@|@orè, program@
@school@|@lekòl, lekòl la@
@school building@|@lekòl la@
@science@|@syans@
@scientific@|@syantifik@
@scissors@|@sizo@
@scold@|@reprimande@
@scolding@|@obsèvasyon@
@scorch@|@boule, rousi@
@score@|@skò@
@scores of@|@anpil 3@
@scorn@|@kout je, meprize@
@scorpion fish@|@vennkatrè@
@scoundrel@|@kannay, move je@
@scram@|@alevouzan@
@scrape@|@grate, rafle@
@scratch@|@grafouyen@
@scream@|@hèl, kri a, rèl@
@screen@|@ekran@
@screen (cinema)@|@ekran an@
@screw@|@vis la@
@scribble@|@madjigridji@
@scripture@|@ekriti@
@scrotum@|@pòch@
@scrub@|@frote@
@scrubbing dirt@|@foubi kras@
@scullery@|@lofis, ofis@
@sea@|@lamè a, lanmè, loseyan@
@sea grape@|@rezen lanmè@
@sea side@|@bò lanmè a@
@seal@|@sele, tanpon@
@seance@|@seyans@
@search@|@chèche@
@search for@|@fouye@
@searching@|@fouy la@
@seasickness@|@maldemè@
@seat@|@ba, ban, bay 4, chèz, plas@
@second@|@dezyèm, segon@
@second (time)@|@segonn@
@secondary school@|@kolèj, segondè@
@secondly@|@dezyèmman@
@secret@|@sekrè@
@secretary@|@sekrite@
@secretly@|@an kachèt, an katimini, anbachal, andanmis, ankachèt, ankatimini, ansoudin, antipislin@
@section@|@bò 2@
@sections@|@ribrik@
@secure@|@ansekirite (adj)@
@security@|@sekirite@
@sediment@|@vidanj la@
@seduce@|@andjoze, andyoze@
@see@|@wè@
@see pito@|@prefere@
@see that@|@wè sa@
@see what@|@wè sa@
@seed@|@grenn, jèm@
@seeds of a plant@|@grenn wari@
@seedy small yellow fruit like a grenadine@|@pòm lyann nan@
@seek@|@chèche@
@seeking@|@chèche@
@seem@|@genlè, sanble@
@seen@|@wè sa@
@seen that@|@wè sa@
@seen what@|@wè sa@
@seer@|@divinò@
@seize@|@anpare, sezi@
@seldom@|@yon lè konsa@
@select@|@chwazi, seleksyone@
@self@|@kò, kò a, tèt@
@self control@|@metriz tèt ou@
@self same@|@menm@
@self willed@|@volontè@
@self-centered@|@lwijanboje@
@selfish@|@egoyis@
@sell@|@vann@
@seller@|@vandè a@
@semi question sentences@|@apa interj@
@senate@|@sena@
@send@|@voye@
@send back@|@voye tounen@
@senile@|@annanfans@
@sensational@|@efrayik, sansasyonalis@
@sensationalize@|@sansasyonalize@
@sense@|@sans@
@senses@|@sans@
@sensible@|@sansib@
@sentence@|@fraz, fraz la@
@separate@|@aleka, apa (adj), separe@
@separately@|@a pa 2, aleka, apa 2, separe@
@September@|@septanm@
@sequel@|@fen, sauit@
@sequence@|@sekans@
@series@|@seri@
@serious@|@serye@
@seriously@|@oserye, serye@
@seriously treasure@|@trèzoserye@
@sermon@|@prèch la@
@serpent@|@koulèv@
@servant@|@bòn, lavaltay, restavèk, valtay@
@serve@|@bay 4, sèvi@
@service@|@sèvis@
@servile person@|@chen, chyen an@
@session@|@seyans@
@sessions of cards@|@kout kat@
@set@|@mete 2, tann 2@
@set up@|@ouvri@
@settle@|@regle@
@settlement@|@aranjman an@
@seven@|@sèt@
@seventeen@|@disèt@
@seventy@|@swadandis@
@several@|@divès, plizyè@
@severe@|@sevè@
@severe weather@|@kout tan@
@sew@|@koud, monte, moute 2@
@sex@|@lanmou an, sèks@
@sexual power@|@pisans, puisans la, pwisans@
@sexual sighs of pleasure@|@alsiyis la@
@shabby@|@an dekonfiti, anbrizi, andekonfiti, dekonstonbre, delala, ranyon@
@shabby straw mat@|@divengòl@
@shade@|@lonbraj@
@shadow@|@lonbraj@
@shake@|@souke, tranble@
@shaking@|@tranbleman an@
@shall@|@a, ava, va@
@shallow@|@pa fon@
@shallow water@|@dlo ki pa fon@
@shame@|@dezonè, ront, wont@
@shameful@|@voksal 2@
@shameless@|@odasye, vakabon2@
@shampoo@|@chanpou@
@shanty@|@mazi a@
@shape@|@fòm, fòm nan@
@shapely@|@an fòm 2, anfòm@
@share@|@pataje, separe@
@sharp@|@file, mètdam, pwenti, tapan@
@sharp shooter@|@tirè a@
@sharpshooter@|@vizè@
@shave@|@fè bab, raze@
@shaved patches in hair due to bad haircut@|@chemen rat@
@shaving brush@|@blero a, bleyo a, bliyo a@
@she@|@l, li, se li menm@
@she-ass@|@manman bourik@
@sheath@|@fouro a@
@shed tears@|@kriye@
@sheep@|@mouton@
@sheer@|@klè 2@
@sheet@|@dra, fey la@
@shelf@|@etajè, etajè a, letajè a@
@shell@|@koki@
@shelled@|@an gren, angren@
@shelter@|@abri a, ladesant, tonnèl@
@sheltered@|@alabri@
@sheriff@|@chèfseksyon an@
@sherrif@|@chèf@
@shift@|@chanje@
@shine@|@klere@
@ship@|@batiman, bato@
@shirt@|@chemiz@
@shirt long-sleeved@|@chemiz manch-long@
@shit@|@tata a@
@shiver@|@tranble, tranble (fredi)@
@shock@|@chok, choke@
@shoe@|@soulye@
@shoe last@|@fòm nan@
@shoe polish@|@blakbòl la, blakin nan, plakbòl la@
@shoe tree@|@fòm nan@
@shoot@|@jèm, kout revòlvè, tire@
@shoot dice@|@kout zo@
@shop@|@achte, boutik, magazen@
@shop owner@|@mèt boutik la@
@shore@|@bòdmè@
@short@|@chòt, kout, nout kanson, ra@
@short (height)@|@ba 4@
@short amount@|@ti bout@
@short cut@|@chemen dekoupe@
@short for eight in some situations@|@ui@
@short for kab@|@ka 2@
@short for kapab@|@kap@
@short for kay@|@ka@
@short form of kite@|@te 3@
@short form of vini@|@vin 2@
@short of@|@an pàn, anpàn@
@short of cash@|@angaje 2, angaje 2@
@shortened form for pote@|@pot@
@shortened from pa ap@|@pap@
@should@|@do 2, dwe, ta 2, tava@
@shoulder@|@sipòte, zepòl@
@shout@|@hèl, kri a, rèl, rele, rele fò, rele fò@
@show@|@montre, montre, moutre, parèt 2, pase 2, program@
@show off@|@estwòdè a, grandan an, taye banda@
@show window@|@vitrin nan@
@showed@|@fè konnen 2@
@shower@|@binyin, douch@
@show-off@|@chèlbè@
@shows@|@fè konnen@
@shows beginning & continuity@|@tonbe 4@
@shows possession@|@pou 2@
@shrewd@|@rèd@
@shrimp@|@chevrèt la@
@shrink@|@retresi@
@shrt for plètil@|@ti@
@shut@|@fèmen@
@shut up@|@pe bouch ou@
@shy@|@pòt, timid, wont@
@shyness@|@jèn nan@
@sick@|@bibi, mal, malad@
@sick person@|@malad@
@sickening@|@rebitan@
@sickening to someone@|@rebite@
@sickly@|@anbrizi@
@sickness@|@mal la 2, maladi@
@sickness caused by cold weather@|@fredite a@
@side@|@bò, flan an, kote a@
@sideboard@|@veselye a@
@sideways@|@sou kote@
@sieve@|@pase 2@
@sift@|@pase 2@
@sight@|@lavi, vi@
@sign@|@ansèy la, ekrito, pankat, siy, siyen@
@sign of the cross@|@onodipè@
@sign on a store@|@ansèy la@
@signature@|@siyati@
@significant@|@enpòtan@
@silence@|@silans@
@silk@|@jèze, swa@
@silk kerchief@|@foula a@
@silly@|@bèt, enbesil, komik, nyè, sòt@
@silver@|@ajan, an ajan, lajan@
@similar@|@genlè menm, parèy, sanble@
@simmer down@|@met dlo nan diven@
@simple@|@blèm, blenm, nyè, senp@
@simultaneously@|@a la fwa, an menm tan, anmenmtan@
@simultanously@|@alafwa@
@sin@|@peche@
@since@|@denpi, depi, deske, dizon 2, kòm, piske, pliske, poutèt 2, puiske, pwiske@
@since after@|@depi 2@
@since that time@|@depi lè a, depi lò a@
@since then@|@depi lè a, depi lò a@
@since what day@|@depi ki jou@
@since when@|@depi kilè@
@since you mention it@|@an dizan, andizan@
@sincere@|@fran, sensè@
@singer@|@chantè a@
@singing@|@chante a@
@single@|@grenn, selibatè@
@sink@|@anfondre, anfonse, koule, plonje@
@sip@|@sirote@
@sir@|@misye@
@sister@|@sè a, sò a@
@sister (religious)@|@mamè, mè a@
@sit@|@chita@
@site@|@anplasman an@
@situation@|@ka a, sitiyasyon@
@six@|@sis@
@sixty@|@swasant@
@size@|@dimansyon, grosè@
@skate@|@monte paten@
@skate (a fish)@|@re a@
@skew@|@krochi@
@skid@|@patinen@
@skill@|@talan@
@skilled@|@maton@
@skillful@|@abil, abil@
@skillful marble shooter@|@vizè@
@skin@|@koche, po@
@skin of a goat@|@po kabrit@
@skin sickness@|@lota@
@skinny@|@mèg@
@skirt@|@jip@
@skull@|@bwa tèt, zo bwa tèt@
@sky@|@syèl@
@slack@|@kanson, pantlon@
@slander@|@bay kout lang, kalomnye, kout lang, medizans la@
@slanderer@|@medizan@
@slanderous person@|@medizan@
@slang@|@jagon@
@slanted eyes@|@je chire@
@slap@|@souflete@
@slap on the open hand@|@tap la@
@slashing@|@antay la@
@slate@|@adwaz la@
@slate pencil@|@kreyon adwaz@
@slaughter house@|@abatwa a, labatwa, labatwa a@
@slay@|@tchwe, tìye, touye@
@sleazy@|@konsa konsa 2@
@sleek@|@dous, swa@
@sleep@|@dòmi@
@sleepy@|@angoudi@
@sleeve@|@manch@
@slendid@|@splandid@
@slice@|@tranch@
@slide@|@glise@
@sliding door@|@pòtakoulis@
@slightest@|@mwenn@
@slightly@|@toupit, yon ti jan@
@slim@|@mens@
@sling@|@echap, voye@
@slip@|@fich la, glise@
@slip out@|@chape@
@slipshod@|@wachwach@
@sloppy@|@mal fet@
@slow@|@anpetre, dousman, lan, lant@
@slow down@|@ale pi dousman@
@slow poke@|@loudo@
@slowly@|@dousman, pazapa@
@sluggard@|@parese@
@sluice gate@|@vàn nan, vann nan@
@slung over the shoulder@|@anbandoulyè@
@sly@|@anba anba, mètdam, rize, sounwa@
@sly fellow@|@bankoulou@
@small@|@kout, ti santi pise@
@small amount@|@ti bout@
@small boat@|@kannòt@
@small bottle@|@poban an@
@small change@|@tchèl la@
@small dog@|@toutou, toutou a, toutous la@
@small forest@|@rak bwa@
@small knife@|@janbèt la@
@small piece@|@ti bout@
@small pile of@|@plòt la 2@
@small strips o pork@|@afiba a@
@small used after a noun tou piti@|@piti@
@smaller than@|@pi pita pase@
@smallest@|@mwenn@
@smallpox@|@vèrèt la@
@smart@|@an penpan, anpenpan (adj), chik, eklere, entelijan, je klere, klere 3, nèg lespri, rèd 2@
@smash@|@kraze, toupizi@
@smell@|@fre a, odè, pran odè, santi@
@smelly (meat)@|@founda, foundang@
@smile@|@souri@
@smithy@|@fòj la@
@smoke@|@fimen, lafimen@
@smooth@|@lis@
@smother@|@toufe, trangle@
@smoulder@|@konsonmen, mijote@
@snack@|@goute@
@snail@|@kalmason@
@snake@|@koulèv@
@snap@|@presyon an@
@snap of the thumb and a finger@|@tèk la@
@snapshot@|@foto, pòtre@
@sneak away@|@fonn@
@sneaky@|@anba anba@
@sneeze@|@etènye@
@sniveling@|@rechiya@
@snoopy@|@fouyapòt@
@snore@|@ronfle@
@snout@|@djòl, djòl la, dyòl la, gyòl la, machwè@
@snow@|@lanèj@
@snowcone@|@fresko a, frisko a@
@so@|@aha, alèkile, alò, anhan, ankò, ki fè la a, kifèlaa, otan, si tèlman, sitèlman, tank, tèlman@
@So@|@konsa@
@so be it@|@antandi@
@so long as@|@pouvi@
@so many@|@valè 2, valè a 2@
@so much@|@si tèlman, sitèlman, tank, tèlman@
@so much as@|@tan@
@so much the worse@|@tanpi@
@so not like@|@pa vle wè@
@so so@|@konsa konsa@
@so so much@|@tan@
@so tall@|@wo konsa@
@so that@|@defason, dekwa, pou, pou 2@
@so then@|@alòs@
@so well then@|@ebyen@
@soak@|@tranpe@
@soaking@|@antranp@
@soaking wet@|@mouye an tranp@
@soap@|@savon, savonnen@
@soap)@|@ba a 2@
@sob@|@kriye@
@soccer@|@foutbòl la@
@soccer goal@|@bi@
@soccer player@|@foutbolè a@
@social@|@sosyal@
@society@|@lasosyete, sosyete@
@sock@|@chosèt@
@sock it to s o@|@bay albè@
@soft@|@mou@
@soft cap of the military@|@tyap la@
@soil@|@latè a, sal@
@soldier@|@jandam, òdonans, solda@
@solemn@|@solanèl@
@solid@|@fèm, solid@
@solution@|@solisyon, tranpe@
@solve@|@rezoud@
@somber@|@sonm@
@some@|@de, dè, de twa, dezoutwa, enpe, kèk, plizyè, sèten, tikras, yon pati@
@some time ago@|@kèk tan pase@
@somebody@|@yon moun@
@somehow@|@enpòt kijan@
@someone@|@sou yon moun@
@someone with@|@yon moun ki gen@
@something@|@bayay, biznaw, kichoy, lougal@
@something else@|@yon lòt, you lòt bagay@
@something for nothing@|@byen san sue@
@something hard to get rid of@|@bibikrankran an, pongongon@
@something that makes you lie & wait@|@adipopo a, adjipopo a, azipopo a, djipopo a@
@something wicked@|@mechanste a@
@something you can not get rid of@|@adipopo a 3, adjipopo a 3, azipopo a 3, djipopo a 3@
@sometimes@|@dòt fwa, gendefwa, jèmen, pafwa@
@somewhere@|@yon kote@
@somewhere else@|@lòt kote, yon lòt kote@
@son@|@fis, pitit, pitit gason@
@song@|@chante, chante a@
@son-in-law@|@bofis@
@soon@|@nan you moman, talè@
@sorcerer@|@lougarou, move moun@
@sore@|@kòkraz, maleng nan@
@sorrow@|@chagren, kè grenn, kè sere, lapenn@
@sorry@|@regrèt@
@sort@|@jan@
@sort of@|@yon ti jan@
@so-so@|@kan sa@
@soul@|@nanm@
@souls@|@nanm@
@sound@|@bri, brui a, bwi, son, sonnen@
@sound of something falling@|@bip@
@soup@|@lasoup, soup@
@sour@|@si@
@south@|@nansid, sid@
@Southeast Asia@|@Azi di Disès@
@souvenir@|@souvni@
@soviet@|@sovyetik@
@sow@|@manman kochon, simen, tiri, tri, twi a@
@space@|@espas, kote a, plas@
@spade@|@louchèt la@
@Spanish@|@panyèl, panyol@
@Spanish cedar@|@sèd, sèd espayol@
@spanish moss@|@vèmisèl la@
@spank@|@taye@
@spank with a belt@|@kout sentiron@
@spare@|@derechanj, derechany, envite, evite@
@spare parts@|@pyès derechanj@
@sparingly@|@an chikèt, anchikèt@
@sparkle@|@klere 2@
@spatter@|@voltije@
@speak@|@pale@
@speak evil of others@|@gen bouch@
@speak indirectly@|@tire pwent 2@
@speaking@|@anpalan@
@spear@|@va a@
@special@|@a pa, apa, espesyal@
@special attention@|@jès la 2@
@specific@|@presi@
@spectacle@|@program, spektak@
@speech@|@diskou@
@speed@|@vitès@
@speeding@|@fè vitès@
@speedster  car@|@oto kouri@
@spell@|@wanga a@
@spelling@|@ètograf, òtograf@
@spend@|@depanse, fè 3@
@spend all their time@|@pase tout tan yo@
@spend more time@|@pase plis tan@
@spending time@|@pase tan@
@spending too much time@|@pase twòp tan@
@spends time@|@pase tan@
@spent@|@te pase@
@spent some time@|@te pase yon ti tan@
@spice@|@zepis@
@spicy@|@anpil epis@
@spider@|@zariyen@
@spill@|@devide, vide@
@spin@|@toupizi, vire@
@spinster@|@vyèy fi a, vyèyfi@
@spirit@|@lespir, lespri, nanm@
@spirit medium@|@medyòm nan@
@spirited@|@frengan@
@spit@|@krache@
@splashed (li tonbe tyouboum lan dlo a)@|@tonbe tyouboum@
@splendid entrance@|@bèl antre@
@split@|@separe@
@spoil@|@gate@
@spoiled@|@founda, foundang, visye 2@
@spoiled food@|@manje gate@
@spoiled goods@|@varye 2@
@spoon@|@kiyè@
@sporadically@|@detanzantan 2@
@spot@|@tach@
@spot on the skin@|@lota@
@spout@|@bouch@
@sprain@|@antòch la, antòs la, foulay la@
@spread@|@blayisman an, fè pitit 2, gaye, kouri, ouvri, tann 2@
@spreading@|@blayisman an@
@spring@|@voltije@
@spring water@|@dlo sous@
@sprite@|@moun anbetan@
@sprout@|@jèm, jete@
