@English@|@Serbian@
@litter@|@đubre, nosila, ošteniti, prostrti, rasturiti@
@little@|@malen, mali, malo@
@littoral@|@obala, obalno područje, primorje@
@live@|@aktivan, stanovati, trajati, živ, živahan, živeti@
@livelihood@|@izdržavanje, život@
@liveliness@|@živahnost@
@liver@|@džigerica, jetra@
@livery@|@livreja@
@lives@|@pl. od life@
@live-stock@|@domaća stoka, živi inventar@
@livid@|@modar, olovne boje@
@living@|@izdržavanje, savremeni, živi, život@
@lizard@|@gušer@
@load@|@natovariti, opteretiti, teret, tovar@
@loadstone@|@magnetit@
@loaf@|@besposličiti, hleb, lutati, vekna@
@loaf-sugar@|@glava šećera@
@loam@|@ilovača, plodna zemlja@
@loan@|@pozajmica, uzajmiti, zajam@
@loath@|@nesklon, preko volje, protivan@
@loathe@|@gaditi se, mrzeti, ne voleti, prezirati@
@loaves@|@hlebovi, vekne@
@lobby@|@pretsoblje@
@lobbyst@|@lobista@
@lobotomy@|@lobotomija@
@lobster@|@jastog, morski rak@
@local@|@lokalan, mesni@
@locale@|@scena@
@locality@|@mesto@
@locate@|@naći položaj, označiti mesto@
@loch@|@jezero@
@lock@|@brava, kovrdža, pramen, uvojak, zabraviti, zaključati@
@locker@|@ormarić@
@locksmith@|@bravar@
@locomotion@|@pokretanje@
@locomotive@|@parna lokomotiva, pokretan@
@locust@|@skakavac@
@lode@|@naslaga, žica (rude)@
@lodestar@|@polarna zvezda, zvezda vodilja@
@lodestone@|@magnet, magnetski oksid@
@lodge@|@koliba, kućica, stanovati, vila@
@loft@|@dostojanstven, ohol, ponosit, tavan@
@loftiness@|@dostojanstvo@
@lofty@|@uzvišen, veoma visok@
@log@|@cepanica, panj@
@log house@|@brvnara@
@logic@|@logičnost, logika@
@loin@|@bedro, butine, krsta, slabine@
@loiter@|@dangubiti, lutati@
@loll@|@ispružiti (se), zavaliti@
@lollipops@|@vrsta slatkiša@
@lone@|@neženjen, sam, samac, usamljen@
@lonesome@|@usamljen@
@long@|@daleko, davno, dug, dugačak, dugo, težiti, žudeti@
@longevity@|@dug život, dugovečnost@
@longing@|@čežnja, žudnja@
@longitude@|@geografska dužina@
@long-sigthed@|@dalekovid@
@long-term@|@dugoročan@
@look@|@gledati, izgledati, izraz, očekivati, pogled, posmatrati@
@look after@|@paziti, starati se@
@look ahead@|@zagledati se@
@look around@|@gledati unaokolo@
@look back@|@osvrnuti se@
@look forward@|@radovati se@
@look into@|@pogledati u@
@look out@|@čuvati se@
@look upon@|@smatrati@
@looking glass@|@ogledalo@
@lookout@|@stražarenje@
@loom@|@nazirati se, pojavljivati se, pomaljati se, razboj@
@loon@|@šunjalo@
@loony@|@šašav, slabouman@
@loop@|@karika, petlja, prsten@
@loophole@|@izlaz@
@loop-hole@|@puškarnica, uzan otvor@
@loopy@|@pomeren@
@loose@|@labav, mek, neučvršćen, odrešen, odrešiti, slobodan@
@loosen@|@odrešiti, olabaviti@
@loot@|@plen, pljačka@
@lop@|@grane@
@lope@|@skokovi@
@lop-eared@|@dugouh@
@lopsided@|@jednostran, nagnut@
@loquacious@|@govorljiv@
@lord@|@gospod bog, lord@
@lordship@|@gospodstvo@
@lore@|@nauka@
@lorgnette@|@lornjet@
@lorn@|@napušten, ostavljen, sam@
@lorry@|@kamion, teretna kola, vagon@
@lose@|@gubiti, izgubiti@
@loss@|@gubitak, šteta@
@lost@|@proš. od lose@
@lot@|@kocka, podeliti, zgoditak@
@loth@|@nesklon@
@lotion@|@losion@
@lottery@|@lutrija@
@loud@|@bučan, glasan@
@loudspeaker@|@zvučnik@
@lounge@|@foaje (u hotelu), javna čekaonica, lenstvovati, leškariti, salon, soba za odmor@
@lour@|@smanjiti@
@louse@|@uš, vaš@
@lout@|@klipan, nezgrapan čovek@
@lovable@|@dopadljiv@
@love@|@ljubav, ljubiti, voleti@
@loveliness@|@ljupkost@
@lover@|@ljubavnik@
@lovesick@|@bolestan od ljubavi, zaljubljen@
@loving@|@koji voli@
@low@|@mukati, nisko, prosto@
@lowdown@|@cela istina@
@lower@|@opadati, sniziti@
@lowland@|@nizija, nizijski@
@loyal@|@lojalan@
@loyalty@|@lojalnost, odanost@
@ltd@|@limited, ograničiti@
@lubber@|@klipan, nespretnjaković@
@lubricant@|@mazivo, za podmazivanje@
@lubricate@|@podmazivati, podmititi@
@lubricious@|@napaljen (slang)@
@lucid@|@bistar, lucidan, proziran@
@luck@|@sreća@
@luckily@|@srećno, uspešno@
@lucky@|@srećno, uspešno@
@lucrative@|@probitačan, unosan@
@ludicrous@|@komičan@
@lug@|@potezanje, trzaj@
@luggage@|@prtljag@
@lukewarm@|@mlak@
@lull@|@mir, tišina, uspavati se@
@lullaby@|@uspavanka@
@lumbago@|@krstobolja@
@lumber@|@klade, neupotrebljiv, starudija@
@luminary@|@zverka@
@luminous@|@svetao@
@lump@|@grumen, hrpa, izraslina (med.)@
@lunacy@|@ludilo@
@lunar@|@lunarni, mesečev@
@lunatic@|@lud, ludak, ludak@
@lunch@|@doručak, ručak@
@lung@|@pluće@
@lunge@|@baciti se, ispad, jurnuti, zamah@
@lurch@|@posrtaj, teturati se, trzaj, zaneti se@
@lure@|@draž, iskušenje, mamac, mamiti, vabljenje@
@lurid@|@jeziv, samrtnički bled, šokantan@
@lurk@|@skrivati se, vrebati@
@luscious@|@preslatko, sladunjavo, sočan@
@lush@|@bujan, sočan@
@lust@|@pohlepa, požuda, žudeti@
@luster@|@odblesak, slava@
@lustre@|@briljantnost, luster@
@lusty@|@zdrav@
@lute@|@gitovati, kit, lutnja@
@luxuriance@|@bujnost, obilje@
@luxuriant@|@bogat@
@luxury@|@raskoš@
@lye@|@lužina@
@lying@|@laganje, ležanje@
@lymph@|@limfa, limfni@
@lymph node@|@limfni čvorić@
@lynch@|@linčovati@
@lynchpin@|@glavni izvor stabilnosti@
@lynx@|@ris@
@lyre@|@lira@
@lyric@|@lirska pesma, lirski@
@m.o.@|@modus operandi@
@ma@|@majka, mama@
@mac@|@kišna kabanica@
@macabre@|@sablastan@
@macadam@|@drobljen kamen@
@macaroni@|@fićfirić, makaroni@
@mace@|@buzdovan, muškat, oraščić, svečana palica, topuz, žezlo@
@mach@|@dragan, dragana, mošt, popariti slad, predmet ljubavi, šira@
@machinate@|@spletkariti@
@machination@|@podvaljivanje, rovarenje@
@machine@|@aparat, automobil, avion, bicikl, fabrikovati, mašina, mašina@
@machine tool@|@alatni stroj@
@machinegun@|@mitraljez@
@machinery@|@aparat, mašinerija, mehanizam, pogon, strojevi@
@machinist@|@bravar, mahaničar@
@machinize@|@mehanizirati@
@mack@|@kišna kabanica@
@mackintosh@|@kišna kabanica, kišni mantil@
@mad@|@ljut, luckast, lud, mahnit, naljutiti, nastran, pobesneti, poludeti, zaludeti@
@madam@|@godpođa, gospođica@
@madden@|@pobesneti, poludeti, razjariti se, zaluditi@
@made@|@gotov, građen, izgrađen, pp. od to make, proš. od make, spremljen, urađen@
@madman@|@ludak@
@madness@|@ludilo, ludost, mahnitalost@
@maelstrom@|@vir, vrtlog@
@magazine@|@časopis, ležište, magacin@
@maggot@|@ćudljivost, hir, larva@
@magic@|@čari, čaroban, čarolija, magičan, magija, vračanje@
@magician@|@čarobnjak, mađioničar, mag@
@magisterial@|@diktatorski, dostojanstven, samovoljan, sudski@
@magistrate@|@mirovni sudija, sudija za prekršaje@
@magnanimity@|@velikodušnost@
@magnanimous@|@velikodušan@
@magnate@|@magnat, velikaš, veliki čovek@
@magnesium@|@magnezij@
@magnet@|@magnet@
@magnetic flux@|@magnetni fluks@
@magnetic needle@|@magnetna igla@
@magnetic pole@|@magnetski pol@
@magnetize@|@magnetizovati@
@magnificent@|@izvanredan, prekrasan@
@magnify@|@povećati se, preuveličavati, uvećavati, uveličati@
@magniloquent@|@hvalisav, visokoparan@
@magpie@|@brbljivica, svraka@
@mahogany@|@mahagoni, mahagonija@
@maid@|@devojka, služavka@
@maiden@|@čedan, čist, devica, devičanski, devojački, devojka, neupotrebljen, nevin, nov, svež, uredan, usedelica@
@maidenhood@|@devojaštvo@
@maidservant@|@služavka@
@mail@|@oklop, pancir, pošta, poštanska torba, poštanski, slati poštom, slati poštom, staviti oklop@
@maim@|@izmrcvariti, nagrditi, osakatiti@
@main@|@jači, magistrala, najvažniji, ono glavno, pučina, veći@
@mainland@|@kontinent, kopno@
@mainly@|@poglavito, uglavnom, većim delom@
@mainspring@|@glavna opruga, glavna pobuda@
@maintain@|@držati, izdržavati, očuvati, održavati, podržavati, pružiti, sačuvati, ustanoviti, voditi@
@maintenance@|@čuvanje, hranjenje, održavanje, rukovanje@
@maintenance man@|@majstor@
@maize@|@kukuruz, žuta boja@
@majestic@|@veličanstven@
@majesty@|@veličanstvenost, veličanstvo@
@major@|@glavni predmet na fakultetu, major, smer (na fakultetu), stariji, veći, viši po činu@
@majority@|@čin majora, punoletnost, većina@
@make@|@činiti, izrada, naterati, postati, postojati, praviti, proizvod, sklop, uraditi, zarađivati@
@make up@|@izmišljotina, osobina, priroda, sastav, šminka@
@maker@|@stvaralac, tvorac@
@makeshift@|@koji zamenjuje, privremen, za nuždu@
@mal@|@nepravedan, nepravilan@
@maladjusted@|@neprilagođen, nesložan@
@malady@|@bolest@
@malaria@|@malarija@
@malay@|@malajac, malajski, malajski jezik@
@malcontent@|@nezadovoljan@
@male@|@muškarac, muškarac, muški, mužjak, samac@
@malediction@|@prokletstvo@
@malefactor@|@zlotvor@
@malevolent@|@pakostan, zlonameran, zlurad@
@malice@|@mržanja, pakost, zloba, zlobnost, zlonamernost@
@malicious@|@zloban, zlonameran@
@malign@|@štetan, zloćudan@
@malignant@|@neprijateljski, zloban, zloćudan, zlurad@
@malinger@|@simulirati@
@malleable@|@kovan, popustljiv, rastegljiv@
@mallet@|@čekić od drveta, drveni malj, malj@
@malnutrition@|@loša ishrana@
@malt@|@slad, sladni, stavljati slad@
@maltreat@|@loše postupati@
@malversation@|@malverzacija, zloupotreba@
@mama@|@majka, mama@
@mamma@|@mama@
@mammal@|@sisar, sisavac, sisavci@
@mammoth@|@mamut@
@man@|@kružić, mornari, muškarac, muž, pešak, radnik, sluga, snabdeti ljudstvom, utvrditi, vojnici@
@man of means@|@bogat čovek@
@man of war@|@ratni brod@
@manacle@|@lisice, nataći lisice, ometati, praviti smetnje, prepreke, ručni okovi, smetnje@
@manage@|@nadgledati, obuzdavati, omogućiti, snaći se, udesiti, voditi@
@management@|@direkcija, rukovanje, upravljanje@
@manager@|@gazda, gospodar, rukovalac, upravnik@
@mandate@|@mandat, ovlašćenje@
@mandated@|@pod mandatom@
@mandatory@|@mandator, obavezan, prinudan, punomoćni, punomoćnik@
@mane@|@griva@
@manful@|@muški, muževan, odvažan, srčan@
@manganese@|@mangan@
@mange@|@šuga@
@manger@|@jasle, korito@
@mangle@|@izvrstati, komadati, sakatiti, valjati rublje@
@mangood@|@muškost, zrelo doba@
@mangy@|@otrcan, šugav@
@manhole@|@otvor za posmatranje, vratanca u podu@
@manhood@|@muževnost, srčanost, zrelost@
@mania@|@manija@
@maniac@|@ludak, manijak@
@manicure@|@manikirati, manikirka, nega ruku@
@manifest@|@dokazivati, izdati proglas, jasan, obelodaniti, očevidan, očigledan, pokazati se@
@manifestation@|@ispoljavanje, manifestacija, proglašenje@
@manifesto@|@manifest@
@manifold@|@kopija, mnogobrojan, mnogostruk, prepis, raznolik@
@manipulate@|@krivotvoriti, manipulisati, pomešati karte, udešavati, vešto rukovati@
@mankind@|@čovečanstvo, ljudski rod@
@manliness@|@muževnost, odvažnost@
@manly@|@hrabar, muškobanjast, srčan@
@mannequin@|@lutka krojačka, nameštenica@
@manner@|@način, običaj, ponašanje, stav, vladanje@
@mannerism@|@osobenost stila@
@manoeuvre@|@intriga, lukavo postupanje, manevar, manevrisati, spletka, vojne vežbe@
@manor@|@imanje, plemićko dobro, vlastelinstvo, zamak@
@manse@|@kuća sveštenika@
@mansion@|@blok zgrada, dvorac, palata, velika ku@
@manslaughter@|@ubistvo@
@mantelpiece@|@okvir kamiona, polica od kamin@
@mantle@|@ogrnuti, ogrtač, peniti se, plinska mrežica, pokriti, pokrov@
@manual@|@fizički, priručna knjiga, priručnik, računi, ručni, udžbenik@
@manufactory@|@fabrika@
@manufacture@|@fabrikacija, fabrikat, industrija, izmisliti, izrađevine, proizvoditi, proizvodnja@
@manufacturer@|@fabrikant, proizvođač, tvorničar@
@manure@|@đubre, đubriti, gnojivo, nađubriti@
@manuscript@|@original, rukopis@
@many@|@mnogi, mnogo, veliki broj@
@map@|@karta, mapa, plan@
@map oup@|@planirati@
@maple@|@javor@
@mar@|@pokvariti, uprljati, upropastiti@
@maraud@|@pljačkati@
@marauder@|@pljačkaš, razbojnik@
@marble@|@bezosećajan, mermer, mermeran, mermerni, umetnički delo@
@march@|@ići, marš, marširati, mart (mesec), martovski, ožujak@
@marcher@|@učesnik marša@
@marchioness@|@markiza@
@mare@|@kobila@
@margarine@|@margarin, veštačka masnoća@
@marge@|@margarin@
@margin@|@obale, odrubiti, rub@
@marginal@|@rubni@
@marginalia@|@beleške pored glavnog teksta@
@marinade@|@marinada, ukiseljeno meso@
@marine@|@mornar, mornarica, mornarički, morski, pomorski@
@mariner@|@mornar, pomorac@
@marionette@|@lutka@
@marital@|@supružanski@
@maritime@|@primorski@
@mark@|@cilj, meta, obeležiti, označiti, pečatiti, trag, zapaziti, žig na uvu, znak@
@market@|@cena, kupovati, kurs, pijaca, promet, tražnja, trgovati, trgovina, tržište, tržnica@
@marketable@|@dobra prođa@
@marksman@|@majstor u gađanju, nišandžija, strelac@
@markup@|@marža, povišenje cene@
@marmalade@|@marmelada, pekmez@
@marmot@|@hrčak@
@marquis@|@markiz@
@marriage@|@brak, čvrst savez, svadba, svadba, udaja, venčanje, ženidba@
@married@|@oženjen, udata@
@marrow@|@bitnost, moždina, srž@
@marry@|@oženiti se, spajati, udati se, venčati se@
@marsh@|@baruština, močvara, močvaran@
@marshal@|@maršal, postrojiti, rasporediti, šef policije@
@marsupial@|@tobolčar@
@mart@|@pijaca, sajam, trgovački centar@
@marten@|@kuna@
@martial@|@ratni, ratnički, ratoboran, vojni@
@martinet@|@strog oficir@
@martyr@|@mučenik, mučiti@
@marvel@|@ćarpban, čudesan, čuditi se, čuditi se, čudo, divita, diviti se@
@marvelous@|@čudan@
@marxian@|@marksista, marksistički@
@marxism@|@marksizam@
@marxist@|@marsistički@
@mascara@|@maskara, šminka, tuš@
@mascot@|@amajlija, maskota@
@masculine@|@muški, muškobanjast, muževan, srčan@
@mask@|@kriti, maska, maskirati se, pretvarati se@
@mason@|@mason, zidar@
@masonry@|@masonstvo, zidarstvo@
@masquerade@|@bal pod maskama, krabuljni ples, lažno prikazivanje, maskerada, prerušiti se, pretvarati se, pritvorstvo@
@mass@|@gomila, masa, mase, masovan, nagomilati se, prikupiti@
@massacre@|@krvoproliće, poklati, pokolj, poubijati@
@massage@|@masaža, masirati, trljanje@
@masses@|@gomila naroda, mase@
@masseur@|@maser@
@masseuse@|@maserka@
@massif@|@planinski masiv@
@massive@|@glomazan, krupan, masivan@
@mast@|@jarbol, katarka@
@master@|@direktor, gazda, glavni, gospodar, magistar, majstor, ovladadati, rukovoditi, savladati, učitelj, veliki slikar, vodeći, zagospodariti@
@master key@|@glavni ključ, kalauz@
@master stroke@|@majstorluk, vešt potez@
@masterful@|@majstorski@
@masterly@|@majstorski@
@masterpiece@|@remek delo@
@master-touch@|@izvanredan rad@
@mastery@|@veština@
@masticate@|@žvakati@
@mastiff@|@pas@
@mat@|@asura, brisač, mat (boja), otirač, podmetač, prostirka, rogozina@
@match@|@borba, odgovarati, par, podesiti, šibice, spariti, utakmica, venčanje, venčati, vršnjak, združiti@
@match box@|@kutija šibica@
@matchless@|@bez takmaca, nenadmašiv@
@mate@|@drug, oženiti, parnjak, pomoćnik, samac, samica, spariti, suprug, združiti@
@material@|@građa, materija, materijalan, tkanina@
@materialism@|@materijalizam@
@materialist@|@materijalista@
@materialistic@|@materijalistički@
@materialize@|@materijalizovati, ostvariti@
@maternal@|@materinski, po majci@
@maternity@|@materinstvo@
@mathematician@|@matematičar@
@mathematics@|@matematika@
@maths@|@matematika@
@matinee@|@dnevna priredba, dnevni koncert@
@mating@|@parenje@
@mating season@|@sezona parenja@
@matricide@|@materoubistvo@
@matriculation@|@matura, matura@
@matrimony@|@brak, svadba, venčanje, ženidba@
@matrix@|@kalup, matrica@
@matron@|@gospođa, nadzornica, udata žena, upraviteljica@
@matte@|@bez sjaja@
@matted@|@zamagljen@
@matter@|@građa, gradivo, mariti, materija, nevolja, stvar, uzrok, važiti, značiti@
@matter of fact@|@lišen mašte, prozaičan, suvoparan@
@matting@|@asura, prostirač@
@mattock@|@motika, pijuk@
@mattress@|@dušek, madrac, nevolja, strunjača@
@mature@|@dorastao, nastupiti, odrastao, sazreti, stići, usavršiti, zreo@
@maturity@|@završenost, zrelost@
@maudlin@|@plačljiv, preosetljiv, sentimentalan@
@maul@|@bat, drveni malj, izbiti, izmlatiti, kritikovati, oštro napadati@
@maunder@|@mrmljati@
@mausoleum@|@mauzolej@
@mauve@|@ružičasta ljubičasta@
@maven@|@ekspert@
@mawkish@|@bljutav, osećajan, sentimentalan@
@maxim@|@maksima, načelni princip, princip@
@maximum@|@maksimum, maximalan, najveća količina@
@may@|@maj mesec, majski, moći, racvet života, smeti@
@maybe@|@možda@
@mayday@|@pomozite!@
@mayhem@|@naneti teške povrede, nerazumno nasilje@
@mayonnaise@|@majonez@
@mayor@|@gradonačelnik, predsednik gradske skupštine@
@mayoral@|@gradonačelnički@
@maze@|@lavirint@
@me@|@me, mene, meni, mi@
@mead@|@medovina@
@meadow@|@livada@
@meagre@|@mršav, prazan@
@meal@|@brašno, jelo, jesti, kačamak, kaša, obed, obrok, uzimati hranu, večera@
@mealimouthed@|@licemeran@
@mealtime@|@vreme ručka@
@mealy@|@brašnjav, posut brašnom, rastresit, sipkav@
@mean@|@beznačajan, misliti, nameravati, nepošten, osrednjost, podmukao, prosečan, sredina, srednji, umerenost, značiti@
@meander@|@krivudanje@
@meaning@|@namera, značenje@
@meaningful@|@značajan@
@meaningless@|@bez značenja@
@meanly@|@jadno, podlo@
@meanness@|@podlost, zlobnost@
@means@|@sredstvo@
@meant@|@proš. od mean@
@meantime@|@međutim, u međuvremenu@
@meanwhile@|@u međuvremenu@
@measles@|@boginje, jaglost, ospice, zobnica@
@measly@|@bedno malo@
@measure@|@delitelj, divizor, izmeriti, mera, merilo, oceniti, odmeriti, ritam, takt, veličina@
@measure up@|@ispunjavati (uslove)@
@measured@|@odmeren@
@measurement@|@dimenzije, merenje, veličina@
@meat@|@jelo, meso, sadržaj@
@meatball@|@ćufte, glupan@
@meaty@|@mesnat@
@mecca@|@središte@
@mechanic@|@mehaničar, zanatlija@
@mechanical@|@mahinalan, mašinski, mehanički, nesvrstan, strojarski@
@mechanically@|@mehanički@
@mechanics@|@mehanika@
@mechanism@|@mehanizam@
@medal@|@medalja, odlikovanje, orden@
@medallion@|@medaljon@
@medcap@|@nastran čovek@
@meddle@|@mešati se@
@meddler@|@nametljivac@
@meddling@|@mešanje@
@medial@|@srednji@
@median@|@sredina, srednji@
@mediate@|@posredovati@
@mediation@|@posredovanje@
@mediatory@|@posrednički@
@medic@|@bolničar, lekar@
@medical@|@lekarski, medicinski@
@medical school@|@medicinski fakultet@
@medicament@|@lek@
@medicine@|@amajlija, bajanje, lečiti, lekarija, medicina, vračanje@
@medicine-man@|@čarobnjak, vrač@
@medieval@|@srednjovekovan@
@mediocre@|@osrednji, prosečan@
@meditate@|@kaniti, nameravati, premišljati@
@mediterranean@|@sredozemni@
@medium@|@sredstvo, umeren, uslovi života@
@medley@|@izmešan@
@meek@|@mekan, popustljiv@
@meet@|@isplatiti, prikupljati se, sastati se, skupljati se, sresti, udovoljiti, upoznati@
@meeting@|@dvoboj, sednica, skup, sporedni kolosek, susret@
@megaphone@|@megafon, zvučnik@
@melancholy@|@melanholija, potištenost, tuga@
@melee@|@opšta tuča, vatrena rasprav@
@meliorate@|@poboljšati se@
@melioration@|@melioracija@
@mellifluous@|@sladunjav, slatkorečiv@
@mellow@|@dobroćudan, dozrevati, mek, odležan, omekšati, plodan, podnapit, pripit, rodan, sladak, zreo@
@melodious@|@melodičan, muzikalan@
@melody@|@arija, melodija, napev, pesma, skladnost@
@melon@|@dinja, rozikast, ružičaste boje@
@melt@|@gubiti snagu, omekšati, rastopiti se, rastvarati se, slabiti, slivati se, stapati se, taliti, taljenje, topiti se@
@melt away@|@istopiti se, melting, taljenje otapan@
@meltdown@|@kolaps, raspad@
@melting@|@dirljiv, mek, otapanje, taljenje@
@member@|@član, pripadnik, ud@
@membership@|@broj članova, članski, članstvo@
@membrane@|@kožica, membrana, opna@
@memoir@|@beleške, memoar, naučne rasprave, uspomene, životopis@
@memorable@|@nezaboravan, vredan pamćenja, vredan spomena@
@memorandum@|@beleška, memorandum, podsetnik@
@memorial@|@podnesak, spomen hronika, spomen ploča, spomenica, uspomene@
@memorize@|@naučiti napamet, ovekovečiti, zapamtiti@
@memory@|@pamćenje, sećanje, uspomena@
@men@|@ljudi, ljudi@
@menace@|@pretiti, pretnja@
@menagerie@|@zverinjak@
@mend@|@krpiti, opraviti, ozdravljati, poboljšati se, popraviti se, ubrzati, zakrpa@
@mendacious@|@lažljiv, neiskren@
@mendacity@|@laganje, laž, lažljivost@
@menial@|@ropski, servilan, sluga, slugarenja@
@men-of-war@|@ratni brodovi@
@mensurable@|@izmerljiv@
@mental@|@duhovni, duševni, mentalan, napamet, psihički, u mislima, umni@
@mentality@|@duhovno ustrojs, mentalitet, način mišljenja@
@mention@|@aluzija, nagoveštaj, napomena, spomenuti@
@mercantile@|@ćiftinski, tesnogrudan, trgovački, trgovinski@
@mercenary@|@ćiftinski, koristoljubljiv, najamnički@
@merchandise@|@roba, trgovati@
@merchant@|@trgovac, trgovački, trgovinski@
@merciful@|@milosrdan, milostiv, saosećajan@
@merciless@|@bez milosti, nemilosrdan@
@mercury@|@planeta merkur, živa, živin preparat@
@mercy@|@milosrđe, milost, oproštaj, sažaljenje@
@mere@|@jezero, potpun, pravi, puni, ribnjak, sav, upravo takav@
@merely@|@prosto, samo toliko@
@merge@|@nestati, sjediniti se, sliti se, stopiti se, tonuti, utopiti@
@merger@|@fuzija, udruživanje@
@meridian@|@cvetanje, meridijan, najviša tačka, podnevni, podnevnjak, procvat, u naponu snage, u zenitu, vrhunski, zenit@
@merino@|@merino ovca, merino vuna@
@merit@|@odlika, steći, suština (fig.), vrednost, vrlina, zakonska prava stranke, zasluga, zaslužiti@
