@English@|@Malay@
@to load things onto a boat using bamboo or@|@menggandung@
@to loathe@|@membenci@
@to lob@|@lambung@
@to lock@|@mengunci, menguncikan@
@to lock oneself up in the h@|@perap@
@to lodge@|@menginap@
@to log@|@membalak@
@to long for@|@mengidam, rindu@
@to look@|@pandang@
@to look after@|@membela, selenggara@
@to look at@|@lihat@
@to look back@|@toleh@
@to look for@|@mencari, mencari-cari, mencarikan@
@to look through the@|@menjeling@
@to look up@|@mencangak, tengadah@
@to look with head thrust forward@|@menjenguk@
@to loosen@|@mengendurkan, menggemburkan@
@to love@|@mencintai@
@to love (family)@|@sayang@
@to love someone@|@mengasihi@
@to lower one's head@|@sungkur@
@to lure@|@menggoda@
@to lurk@|@menghendap, terhendap-hendap@
@to maintain@|@selenggara@
@to make@|@membikin, membuat, menjadikan@
@to make a fool of@|@memperbodohkan@
@to make a loud bang@|@berdentum@
@to make an analogy@|@mengiaskan@
@to make bald@|@membotakkan, mendogolkan@
@to make blur@|@mengaburi, mengaburkan@
@to make circular or round@|@membulatkan@
@to make clear@|@menjernihkan@
@to make discreet inquiries@|@risik@
@to make famous@|@mengharumkan@
@to make fragrant@|@mengharumi, mengharumkan@
@to make fun of@|@sakat@
@to make it a practice or custom@|@mengadatkan@
@to make loud@|@mengeraskan@
@to make love@|@berasmara@
@to make more strict@|@memperketatkan@
@to make noise@|@membising@
@to make peace@|@berdamai@
@to make rough@|@mengasarkan@
@to make shiny@|@mengilatkan@
@to make something round@|@membundarkan@
@to make something swing@|@membuai@
@to make special@|@mengkhususkan@
@to make successful@|@menjayakan@
@to make sufficient@|@mencukupkan@
@to make two of@|@menduakan@
@to make way@|@lalu@
@to make-up the bride and bridegroom@|@mengandam@
@to manage@|@mengelola, mengendalikan, menguasai@
@to manage to climb@|@terdaki@
@to manufacture@|@membikin, mengilang@
@to manure@|@pupuk@
@to marry@|@berkahwin, mengahwini@
@to marry off@|@mengahwinkan, menjodohkan@
@to mash or grind@|@pipis@
@to mastermind@|@mendalangi@
@to materialise@|@menjelma@
@to mediate@|@mengantarai@
@to meet@|@berjumpa, menghadapi, menjumpai, sua, temu@
@to meet by chance@|@terjerempak@
@to meet with@|@berjumpa@
@to melt@|@mencairkan@
@to memorise@|@menghafaz@
@to memorize@|@hafal@
@to mention@|@sebut@
@to mew@|@mengiau@
@to mew (of a cat)@|@mengiau@
@to migrate@|@berhijrah@
@to mind@|@peduli@
@to mingle@|@bercampur gaul@
@to mingle with@|@menggauli@
@to miss (someone)@|@rindu@
@to mix@|@kocok, membancuh, mencampur, mencampurkan, mengacaukan, menggaul@
@to mix or stir@|@mengaduk@
@to mix together@|@mengadunkan@
@to mix up@|@mencampuradukkan@
@to mix with@|@mencampuri@
@to moan@|@berkeluh-kesah, mendayu, mengeluh, rintih@
@to mock@|@mencebik, mengejek, sindir@
@to molest@|@mencabul, mencabuli@
@to moo@|@lenguh@
@to moor@|@tambat@
@to mop@|@lap@
@to mortgage@|@bergadai, mencagarkan, menggadaikan@
@to motivate@|@mendorong@
@to mould@|@membentuk@
@to mourn@|@berkabung@
@to move@|@bergerak, berpindah, menggarit@
@to move or budge slightly@|@berganjak@
@to move or shift from one place to another@|@pindah@
@to muddle up@|@mencampuradukkan@
@to multiply@|@membiak, mendarabkan@
@to munch@|@mamah@
@to mutter or talk nonsense@|@menceracau@
@to nag@|@leter@
@to narrate@|@menceritakan, mengisahkan@
@to neglect@|@membiarkan, mencuaikan, mengabaikan, mengalpakan@
@to negotiate@|@runding@
@to nod@|@mengangguk, sengguk@
@to nominate@|@mencalonkan@
@to nosedive@|@menjunam@
@to note@|@membukukan@
@to note down@|@mencatat, mencatatkan@
@to nurse@|@mengasuh, rawat@
@to nurture@|@mendidik, pupuk@
@to observe@|@tinjau@
@to observe carefully@|@tilik@
@to observe intently@|@tatap@
@to obstruct@|@mengalangi, menghalang, sangkak, sekat@
@to obstruct or block@|@mengadang@
@to obtain@|@mendapat, mengambil@
@to occupy@|@mengisi@
@to occupy a post@|@menjabat@
@to occupy for residence@|@menduduki@
@to occur@|@laku@
@to offend@|@singgung@
@to offer as sacrifice@|@berkorban@
@to ogle flirtatiously@|@menjeling@
@to ooze@|@leleh@
@to open@|@membuka, membukakan@
@to open new land@|@teroka@
@to open the eyes@|@mencelik mata, mencelikkan@
@to open up@|@rintis@
@to open widely@|@langah@
@to operate@|@membedah, mengendalikan@
@to oppose@|@membangkang, membantah, sanggah-menyanggah@
@to oppose or defy@|@membalah@
@to oppress@|@menganiayai, tekan, tindas, tindih@
@to order@|@mengamarkan@
@to order or instruct@|@suruh@
@to organise@|@mengelola, mengelolakan@
@to originate (from)@|@berasal@
@to outline@|@lakar@
@to outwit@|@mengakali@
@to overcome@|@mengatasi@
@to overflow@|@limpah@
@to overhear@|@mendengarkan@
@to owe@|@berhutang@
@to own@|@milik, punya@
@to pacify@|@mendamaikan, mengamankan@
@to pack@|@berkemas, mengasak, mengemaskan@
@to paddle@|@berkayuh, mengayuh@
@to paint@|@lumas, mengecat@
@to pan (in search of gold ore)@|@limbang@
@to pan for ores@|@mendulang@
@to pant@|@membusa@
@to parade@|@menggayakan@
@to parch@|@layur@
@to pardon@|@mengampunkan@
@to pare@|@raut@
@to parry@|@pencak@
@to part@|@bercerai@
@to pass@|@lalu, lulus@
@to pass away@|@wafat@
@to pass by@|@lintas@
@to paste@|@tempel@
@to patch@|@tampal@
@to patrol@|@ronda@
@to pawn@|@bergadai, mencagarkan, menggadaikan@
@to pay@|@membayar, membayarkan@
@to pay a visit@|@mendatangi@
@to pay attention@|@memperhatikan@
@to pay attention to@|@menghiraukan@
@to pay by instalments@|@mengansurkan@
@to pay the expenditure@|@mengongkosi@
@to peck@|@patuk@
@to peck (of bird)@|@pagut@
@to peck or eat with beak@|@mencagut@
@to peck with beak@|@mencatuk@
@to peddle@|@menjaja@
@to peddle goods@|@berjaja@
@to peel@|@menggelupas, mengopek, menguliti, mengupas@
@to peel off@|@mengelupas@
@to peep@|@mengintai, menjengah@
@to penetrate@|@mencelus, selusup@
@to penetrate into@|@resap@
@to perch@|@tenggek, tengger@
@to perch on@|@menghinggapi@
@to perforate@|@tebuk@
@to perform@|@laksana, menjalankan@
@to perform good deeds@|@beramal@
@to permit@|@membenarkan, membolehkan, mengharuskan, mengizinkan@
@to perpetuate@|@mengekalkan@
@to perplex@|@membingungkan, mengusutkan@
@to pick@|@mencungkil, mengutip, pungut@
@to pickpocket@|@mencopet@
@to picnic@|@berkelah@
@to pierce@|@tebuk, tujah@
@to pierce (ear)@|@tindik@
@to pile up@|@membukit@
@to pilot@|@pandu@
@to pinch@|@mencubit, menggetil, picit@
@to pioneer@|@rintis@
@to pity@|@mengasihani@
@to place@|@letak, mendudukkan, taruh@
@to place an underlayer@|@mengalaskan@
@to place at@|@membelakangkan@
@to place beside@|@menggandingkan@
@to place in a recumbent position@|@membaringkan@
@to plague@|@mengharukan@
@to plait@|@menganyam, menjalin@
@to plan@|@bercadang, mencadangkan, mengikhtiarkan, rancang@
@to plane (of wood)@|@mengetam@
@to plane wood@|@tarah@
@to plant@|@tanam@
@to plant seedlings@|@semai@
@to plant upright@|@mencacak, mencacakkan@
@to plaster@|@tampal@
@to play@|@bermain, main@
@to play the violin@|@menggesek@
@to play truant@|@ponteng@
@to plead@|@rayu@
@to pledge@|@berikrar@
@to plough@|@membajak@
@to pluck@|@petik@
@to plunge@|@mencebur, tunjam@
@to plunge in@|@berkecimpung@
@to plunge into@|@menceburi, menceburkan@
@to point@|@tunjuk@
@to point at@|@tuding@
@to poke@|@mencucuk, menjolok, tunjal@
@to polish@|@mencanai, menggilap, menggosok, mengilatkan@
@to pollinate@|@mendebungakan@
@to pollute@|@mencemari@
@to ponder@|@memikirkan, menung, renung@
@to possess@|@milik, punya@
@to postpone@|@mengemudiankan, tunda@
@to pounce@|@terpa@
@to pounce on@|@terkam@
@to pound@|@tumbuk@
@to pound (rice)@|@ceruh, menceruh@
@to pour@|@mencurah, tuang@
@to pour on@|@mencucuri, mencurahi@
@to pour out@|@mencurahkan@
@to pour water on@|@menjirus@
@to pout@|@mencebik, mencebikkan, mencemikkan@
@to pout one's lips to sneer or tease@|@mencemik@
@to powder@|@membedaki@
@to practise@|@latih, mengamalkan@
@to praise@|@puji, sanjung@
@to pray@|@berdoa, bersembahyang, mendoa, sembahyang@
@to pray for@|@mendoakan@
@to preach@|@berdakwah@
@to predict@|@ramal@
@to prepare@|@rancang@
@to present (food)@|@menghidangkan@
@to present a gift@|@menghadiahkan@
@to preserve@|@mengawet@
@to preserve in salt@|@mengasinkan@
@to preserve in vinegar or tamarind (as@|@mengasamkan@
@to press@|@menghimpit, picit, tekan@
@to press upon@|@tindih@
@to presume@|@sangka@
@to pretend@|@mendalihkan, mengada-ngada@
@to pretend or feign@|@akal-akal@
@to prevent@|@mencegah@
@to prick@|@mencucuk@
@to print@|@mencetak@
@to probe further@|@mendalami@
@to proclaim@|@mengisytiharkan@
@to produce@|@membuahkan, mengeluarkan, mengilang@
@to produce a sound@|@membunyikan@
@to produce flowers@|@berbunga@
@to progress in stages@|@beransur@
@to prohibit@|@larang, tegah@
@to promise@|@berikrar, berjanji, mengikrarkan, menjanjikan@
@to promise marriage@|@mengakad-nikahkan@
@to pronounce@|@sebut@
@to propose@|@lamar, mencadangkan, mengajukan, menganjurkan, mengedepankan, saran@
@to propose (for marriage)@|@pinang@
@to prosper@|@makmur@
@to protest@|@membantah@
@to protest against@|@sanggah-menyanggah@
@to protrude@|@menjenggulkan, menjulur, sembul, tonjol@
@to prove@|@membuktikan@
@to provide@|@membekalkan@
@to provoke@|@mengapikan@
@to provoke or instigate@|@mengacum@
@to prowl@|@keliar@
@to prune@|@cantas, mencantas@
@to publicise@|@menghebohkan, mengiklankan@
@to publish@|@mengeluarkan@
@to puff@|@membusa@
@to pull@|@tarik@
@to pull out@|@cabut, mencabut@
@to pull out a garment@|@selak@
@to pull sharply@|@sentap@
@to pull suddenly@|@sentak@
@to pull to the side@|@menghindar@
@to pull violently@|@rentap, runtun@
@to pulsate@|@berdenyut@
@to punch@|@tumbuk@
@to puncture@|@membocorkan@
@to punish@|@mendera@
@to purif@|@saring@
@to purify@|@menjernihkan@
@to pursue or chase@|@menghambat@
@to push@|@mendesak, tolak@
@to push aside@|@tepis@
@to push forward@|@sorong@
@to push upwards@|@menjulang@
@to put@|@letak, membentang, taruh@
@to put a child to sleep@|@membobokkan@
@to put a cross@|@pangkah@
@to put crosswise@|@mengalangkan@
@to put forward@|@lamar, lantar@
@to put forward for discussion@|@mengajukan@
@to put in a windy place@|@menganginkan@
@to put into book form@|@membukukan@
@to put into groups@|@mengelompokkan@
@to put off@|@padam@
@to put on clothes@|@membajui@
@to put the hand in the pocket@|@seluk@
@to putrefy@|@membusukkan@
@to puzzle@|@membingungkan@
@to quarrel@|@bergaduh, berkelahi, tarung, telagah, telingkah, tengkar@
@to question@|@soal@
@to quicken@|@mempercepatkan@
@to quiver@|@menggentar@
@to quote@|@mengutip, petik@
@to race@|@lumba@
@to radiate@|@pancar@
@to rage@|@menggarang@
@to rain upon@|@menghujani@
@to raise@|@membangkitkan@
@to raise up the anchor@|@membongkar sauh@
@to rampage@|@maharajalela, mengganas@
@to ransack@|@menggeledah, selongkar@
@to rap (of engine)@|@berketuk@
@to rape@|@perkosa, rogol@
@to ration@|@mencatukan@
@to reach@|@sampai, tiba@
@to reach for@|@menggapai@
@to reach out@|@menjangkau, menjengkau@
@to read@|@membaca@
@to read for@|@membacakan@
@to read the Koran@|@mengaji@
@to realise@|@mendapati, menginsafi@
@to reap or harvest@|@mengetam@
@to rear@|@membiakkan, pelihara@
@to rebel@|@memberontak@
@to rebound@|@lantun, lenting, membingkas@
@to rebuke@|@mencela, mencelakan, tempelak@
@to recall@|@mengenang, mengenangkan, mengingati@
@to recede@|@mundur@
@to receive@|@mendapat, sambut, terima@
@to receive with both palms@|@tadah@
@to reciprocate@|@membalas@
@to recline@|@berbaring@
@to recognise@|@mengecam, mengenal, mengenali, mengiktiraf@
@to recommend@|@memperakukan@
@to record@|@membukukan, rakam@
@to recover@|@pulih@
@to recover from ill-health@|@sembuh@
@to recover or redeem by payment@|@tebus@
@to rectify@|@membetulkan@
@to reduce@|@kurangkan, mengurangkan@
@to refer@|@rujuk@
@to refine@|@saring@
@to refine metal@|@membesut@
@to reflect@|@mencerminkan@
@to refract@|@membiaskan@
@to regard as@|@menganggap@
@to register or enrol@|@mendaftar, mendaftarkan@
@to reject@|@tolak@
@to rejoice@|@bergembira@
@to relax@|@berfoya-foya@
@to release@|@membebaskan, menghulurkan@
@to rely on@|@sandar@
@to remain silent@|@membisu@
@to remember@|@mengingat, mengingati@
@to remind@|@mengingatkan@
@to renew@|@membaharui, membarui, memperbarui@
@to rent@|@sewa@
@to repair@|@membaiki, memperbaiki@
@to repel@|@tangkis@
@to repent@|@menginsafi@
@to replace@|@mengganti, menggantikan@
@to reply@|@menjawab@
@to report@|@beradu, lapor, mengadu@
@to reprimand@|@mengecam@
@to reproach@|@tempelak@
@to reproduce@|@membiak@
@to repulse@|@tangkis@
@to request@|@minta, pinta, pohon, rayu@
@to require@|@berkehendakkan, menghendaki@
@to resemble@|@mirip@
@to reserve@|@tempah@
@to reshuffle@|@rombak@
@to reside@|@mastautin, menginap, tumpang@
@To reside@|@semayam@
@to reside or inhabit@|@mendiami@
@to resist@|@ronta@
@to resound@|@bergema, menggema@
@to respect@|@menghormati@
@to respect deeply@|@menjunjung@
@to rest (of rulers)@|@semayam@
@to restore@|@pulih@
@to restore to good health@|@mengafiatkan@
@to restrain oneself@|@mengawal diri@
@to result in@|@mengakibatkan@
@to retreat@|@mundur@
@to return@|@berbalik, pulang@
@to return something@|@mengembalikan@
@to reveal@|@membukakan, mendedahkan, singkap@
@to revere@|@mengagungkan@
@to reverse to position@|@membalikkan@
@to review@|@sorot@
@to revise@|@semak@
@to revolt@|@memberontak@
@to revolve@|@berkisar, legar, pusar, pusing@
@to revolve around@|@mengedari@
@to reward@|@mengganjarkan@
@to ride@|@tunggang@
@to ridicule@|@mencemuhkan@
@to ring (of phone)@|@berdering@
@to rinse or wash@|@membilas@
@to rip open@|@retas@
@to ripen@|@menguning@
@to rise@|@membangun, membumbung, terbit@
@to rise and roll like big waves@|@mengalunkan@
@to rise or move like waves@|@bergelora@
@to rival@|@menyaingi@
@to roam@|@rayau@
@to roar@|@menderu, mengaum@
@to roast@|@panggang, panggang, salai@
@to roast in hot embers@|@membembam@
@to rob@|@rompak, samun@
@to rock (child)@|@timang@
@to rock or jerk lightly@|@menggoyangkan@
@to roll@|@bergolek, berguling, menggiling, menggulung@
@to roll in the fingertips@|@menggentel@
@to roll out the dough@|@mencanai@
@to roll over@|@menggelek@
@to roll something@|@menggulingkan@
@to roll up (sleeves@|@singsing@
@to roof@|@mengatapi@
@to rotate@|@berkisar, pusing, putar@
@to round up a figure@|@menggenapkan@
@to row@|@berkayuh, mendayung, mengayuh@
@to rub@|@bergeser, lurut, menggelosok, menggenyeh, menggeselkan, menggosok, padam, sental@
@to rub each other@|@bergesel@
@to rub gently@|@sapu@
@to rub something@|@menggosokkan@
@to ruin@|@mencelakakan, menjahanamkan@
@to rumble@|@berderam-deram, bergegar, mendayu@
@to rummage@|@selongkar@
@to run@|@lari@
@to rust@|@berkarat@
@to sacrifice@|@mengorbankan@
@to sacrifice one's life@|@menggadaikan nyawa@
@to sag@|@lendung, mengendur@
@to sail@|@layar@
@to satiate@|@mengenyangkan@
@to save (money)@|@simpan@
@to saw@|@menggergaji@
@to say@|@membilang, sebut@
@to say or do something unconsciously out of shock@|@latah@
@to say yes@|@mengeyakan@
@to scald@|@mencelur@
@to scare@|@menggera@
@to scatter@|@menghamburkan, pelanting, tabur@
@to scatter (seeds)@|@tebar@
@to scatter little by little@|@mencicirkan@
@to schedule@|@menjadualkan@
@to scold@|@membengkengi, menghamput, menghamun, mengherdik@
@to scoop up@|@mencedok@
@to scoop up with both hands@|@raup@
@to scorn@|@mencaci, mencerca@
@to scramble@|@rebut@
@to scrape@|@bergesek, mengukur, sagat@
@to scrape off@|@mengikis@
@to scrape up@|@mencolek@
@to scratch@|@mencakar, mencalarkan, menggarit, menggaru, menggores@
@to scratch something@|@menggoreskan@
@to scratch with the claws@|@mengais@
@to scream@|@mengilai, menjerit, pekik@
@to screen (a film)@|@tayang@
@to scrub@|@menggonyoh, sental@
@to scrub thoroughly@|@tonyoh@
@to scrutinise@|@membelek@
@to scrutinize@|@mengamati, tatap@
@to search@|@langak, mencari, mencari-cari, menggeledah@
@to seat@|@mendudukkan@
@to see@|@tengok, tengokkan@
@to seep into@|@resap@
@to seethe@|@menggelegak@
@to seize@|@rampas, rebut@
@to select@|@pilih@
@to sell@|@berjual, menjual@
@to sell wholesale@|@memborongkan@
@to send@|@berkirim, mengirimkan@
@to send a gift or present accompanied by a@|@membingkis@
@to send off@|@menghantarkan@
@to sentence for punishment@|@menghukum@
@to separate@|@menceraikan, mengantarai, mengasingkan, menghuraikan@
@to serve@|@berkhidmat, laden, menghidangkan@
@to serve (food)@|@layan, saji@
@to set (of sun)@|@tenggelam@
@to set fire to@|@mencucuhkan@
@to settle@|@membereskan, menghuraikan, menjelaskan@
@to settle as a sediment@|@mendap@
@to settle or clear (of debt)@|@langsai@
@to sew or stitch@|@menjahit@
@to sew something@|@menjahitkan@
@to shackle@|@membelenggu@
@to shadow@|@mengikuti@
@to shake@|@bergegar, bergoncang, bergoyang, kocok, menggegarkan, menggeleng, menggelengkan@
@to shake hands (in greeting)@|@berjabat@
@to shake something@|@menggoncangkan@
@to sharpen@|@mengasah, mengilir@
@to shatter@|@berkecai, remuk@
@to shave@|@bercukur, mencukur@
@to shed tears@|@sebak@
@to shift@|@bergeser, mengalih, menganjak@
@to shift position slightly@|@beranjak@
@to shine@|@berkilat@
@to shiver@|@menggeletar, menggigil@
@to shock@|@mengejutkan, menggemparkan@
@to shoot@|@membedil, tembak@
@to shout@|@laung@
@to shove@|@menguiskan, sorong@
@to shovel@|@sodok@
@to show@|@menggayakan, raga, tayang, tunjuk@
@to show excessive devotion@|@mendewa-dewakan@
@to show indifference@|@acuh tak acuh@
@to shred@|@siat@
@to shrink@|@mengecutkan, susut@
@to shun@|@menjauhi@
@to shut@|@tutup@
@to side with@|@menyebelahi@
@to sieve@|@mengayak, saring, tapis@
@to sift@|@saring@
@to sigh@|@mengeluh@
@to signal@|@mengisyaratkan@
@to silence@|@membungkam, mendiamkan@
@to sing for someone@|@mendendangkan@
@to sing gaily@|@berdendang@
@to sing to sleep@|@mendodoikan@
@to sink@|@tenggelam@
@to sink or slip into@|@perosok@
@to sip@|@menghirup@
@to sit@|@duduk, semayam@
@to sit cross-legged@|@sila@
@to sit in a lazy way@|@lepak@
@to sit on eggs to hatch them@|@mengerami@
@to sit or lie close to@|@lekap@
@to sketch@|@lakar@
@to skid@|@menggelincir@
@to skin@|@lapah, menguliti@
@to skip or omit@|@langkau@
@to slacken@|@mengendur, mengendurkan@
@to slam@|@menghempas@
@to slander@|@memfitnah, memfitnahkan@
@to slant@|@mencondongkan@
@to slap@|@lempang, sepak, tampar@
@to slap on the face@|@tempeleng@
@to slash@|@tetak@
@to slaughter@|@membantai, sembelih@
@to sleep@|@tidur@
@to sleep lightly@|@tidur ayam@
@to sleep soundly@|@membuta, tidur mati@
@to slice@|@menghiris, sayat@
@to slide@|@menggelongsor@
@to slide down@|@lungsur@
@to slip@|@menggelincir@
@to slip in@|@mencelus@
@to slip off or drop (as for sarong)@|@londeh@
@to slip or slide down@|@menggeluncur@
@to slit open@|@tetas@
@to smack@|@lempang@
@to smash@|@remuk@
@to smear@|@lumang, palit@
@to smear or smudge@|@mencalit, mencalitkan@
@to smear with@|@calitkan@
@to smear with fat during cooking@|@lumur@
@to smell@|@bercium, mencium, menghidu@
@to smile@|@senyum@
@to smoke@|@menghisap@
@to smoothen with a lathe@|@larik@
@to smoothen with fingers@|@lurut@
@to smudge@|@palit@
@to smuggle@|@seludup@
@to snake@|@liuk@
@to snap@|@membentak@
@to snap or flick with finger@|@menjentik@
