@Malay@|@English@
@mergastua@|@wild animals of the forest@
@meriah@|@hilarious, joyful, happy@
@meriam@|@cannon@
@merinyu@|@inspector or supervisor@
@merosot@|@in deteriorated condition@
@merpati@|@dove, pigeon@
@mersik@|@shrill, piercing (of sound)@
@Mesir@|@of Egypt@
@meskipun@|@although, in spite of@
@mesra@|@amicable, hospitable, friendly, close@
@mesti@|@must@
@mestika@|@jewel, bezoar@
@mesyuarat@|@meeting@
@meterai@|@official seal@
@mewah@|@luxurious@
@mewakili@|@represent@
@mi@|@noodles@
@miang@|@itchy@
@milik@|@to own, to possess@
@mimbar@|@rostrum, pulpit@
@mimpi@|@dream@
@minat@|@interest, enthusiasm, liking@
@minggu@|@week@
@mingguan@|@weekly@
@minit@|@minute@
@minta@|@ask (for something)@
@minta@|@to ask, to beg, to request@
@minum@|@drink@
@minum@|@to drink@
@minuman@|@a drink@
@minuman@|@drinks (noun)@
@minuman keras@|@liquor, alcoholic drink@
@minuman ringan@|@soft drink@
@minyak@|@oil, fat, petroleum@
@minyak sapi@|@ghee@
@minyak tanah@|@kerosene@
@miring@|@oblique, slanting, to tilt@
@mirip@|@to resemble@
@misai@|@moustache@
@misal@|@example@
@miskin@|@poor@
@modal@|@capital@
@moga-moga@|@may it be@
@mogok@|@strike@
@mogok@|@a strike@
@mogok lapar@|@hunger strike@
@mohon@|@to apply@
@mohor@|@official seal@
@molek@|@pretty, attractive, lovely@
@momok@|@ghost, evil spirit, something causing fear@
@mongel@|@beautiful, attractive@
@montel@|@plump and healthy@
@montok@|@chubby, plump@
@monyet@|@monkey@
@moyang@|@great-grandparent@
@mu@|@you, abbreviation of `kamu'@
@muafakat@|@agreement@
@muak@|@nauseated, sated@
@mual@|@nausea@
@mualim@|@religious teacher@
@muara@|@estuary@
@muat@|@to fit@
@muat@|@having sufficient capacity@
@muatan@|@cargo, load@
@muazam@|@majesty@
@muazin@|@summoner to prayer@
@mubaligh@|@preacher, missionary@
@muda@|@young@
@muda@|@young, not ripe@
@mudah@|@easy@
@mudah@|@easy, convenient@
@mudah-mudahan@|@hopefully, perhaps@
@mudarat@|@harmful, detrimental@
@mudik@|@to go upstream@
@muflis@|@bankrupt@
@mufti@|@Muslim religious expert@
@Muharam@|@first month of Muslim calendar@
@muhibah@|@goodwill@
@mujarab@|@efficacious, effective (of medicine)@
@mujur@|@luckily, fortunately@
@muka@|@face@
@muka depan@|@front page@
@muka pintu@|@doorway@
@muka selamba@|@poker face@
@muka surat@|@page@
@muka tebal@|@thick-skinned@
@muka-muka@|@insincere@
@mukah@|@fornication@
@mukim@|@district@
@mukjizat@|@miracle@
@muktamad@|@definitive, final@
@muktamar@|@conference, congress@
@mula@|@beginning, to begin@
@mula@|@start (begin)@
@mula-mula@|@at first, first of all@
@mulai@|@starting from@
@mulai@|@to start@
@mulas@|@colic@
@mulia@|@noble, distinguished, honourable, respectable@
@mulur@|@ductile@
@mulut@|@mouth@
@mulut manis@|@sweet-tongued@
@mulut murai@|@chatterbox@
@mumbang@|@green unripe coconut@
@munafik@|@hypocrite@
@munasabah@|@credible, reasonable, suitable@
@muncul@|@to emerge, to appear@
@muncung@|@muzzle, snout, beak, spout@
@mundar-mandir@|@walk to and fro@
@mundur@|@to retreat, to recede, backward or underdeveloped@
@mungil@|@small and cute@
@mungkar@|@to disobey, to deny, sinful@
@mungkin@|@possible, maybe, perhaps@
@mungkin@|@likely@
@mungkir@|@to breach or default@
@munsyi@|@language teacher@
@muntah@|@vomit@
@muntah@|@to vomit@
@murah@|@cheap@
@murah hati@|@generous@
@murai@|@magpie@
@muram@|@gloomy, dismal, glum@
@murid@|@pupil@
@murid@|@pupil, student@
@murka@|@wrathful, angry@
@murni@|@clean, pure, genuine@
@murtad@|@apostate@
@murung@|@depressed@
@musafir@|@traveller@
@musang@|@civet-cat@
@musim@|@season@
@muslihat@|@trick, stratagem@
@Muslim@|@one who believes and follows the teachings of Isl@
@Muslimat@|@Muslim women@
@musnah@|@to destroy, destructible@
@mustahak@|@important@
@mustahil@|@impossible, incredible@
@mustajab@|@effective (of medicine)@
@musuh@|@enemy, foe@
@Musytari@|@Jupiter@
@mutakhir@|@modern, the latest@
@mutiara@|@pearl@
@mutlak@|@absolute, complete, categorical@
@mutu@|@quality@
@muzakarah@|@discussion@
@nabi@|@prophet@
@nada@|@tone, intonation@
@nadi@|@pulse@
@nafas@|@breath@
@nafi@|@deny@
@nafkah@|@maintenance, livelihood, subsistence, alimony@
@nafsu@|@lust, intense desire@
@naga@|@dragon@
@nahas@|@mishap, misfortune, disaster@
@nahu@|@grammar@
@naib@|@deputy@
@naik@|@ascend, rise, climb, ride@
@naik@|@ascend@
@najis@|@excrement, faeces, filth@
@nak@|@want@
@nakal@|@naughty@
@nakhoda@|@captain@
@naluri@|@instinct@
@nama@|@name, reputation@
@nama@|@name@
@nampak@|@see@
@nampak@|@catch sight of, see@
@namun@|@yet, still@
@nanah@|@pus@
@nanas@|@pineapple@
@nangka@|@jackfruit@
@nanti@|@wait, later@
@nasab@|@lineage of ancestors or descendants@
@nasi@|@rice (boiled)@
@nasi@|@cooked rice@
@nasi goreng@|@fried rice@
@nasib@|@chance, luck, fate, destiny@
@nasihat@|@advice@
@naskhah@|@copy (of a book etc), manuscript@
@Nasrani@|@Christian, Eurasian@
@natijah@|@result, consequence, conclusion@
@naung@|@aegis, patronage@
@nazak@|@moribund@
@nazar@|@vow@
@nazir@|@school inspector@
@negara@|@country@
@negara@|@country, kingdom@
@negeri@|@country, state@
@nekad@|@determined@
@nelayan@|@fisherman@
@nenas@|@pineapple@
@nenek@|@grandmother@
@neraca@|@a kind of weighing apparatus@
@neraka@|@hell@
@nescaya@|@certainly@
@nganga@|@open the mouth wide@
@ngeri@|@appalling, eerie, horrifying, terrible@
@ngiang@|@buzzing sound (in the mind)@
@ngiau@|@mew (of a cat)@
@ngilu@|@gnawing pain@
@nguak@|@bray like a donkey@
@niaga@|@trade@
@niat@|@intention, wish@
@nikah@|@marriage@
@nikmat@|@enjoyment, pleasure, bliss@
@nila@|@blue dye, indigo@
@nilai@|@value@
@nilam@|@sapphire@
@nineteen@|@belasan@
@nipah@|@a type of palm@
@nipis@|@thin@
@nirinsani@|@dehumanize@
@nirwana@|@state of perfect bliss@
@nisan@|@gravestone@
@nisbah@|@ratio@
@niskala@|@having no material or physical substance@
@nista@|@insult, abuse@
@nobat@|@Malay royal band@
@noda@|@spot of dirt, stain@
@noktah@|@full stop@
@nomber@|@number@
@nombor@|@number@
@nona@|@miss, maam@
@nota@|@note@
@November@|@November@
@nujum@|@prophet, fortune-teller@
@nusa@|@motherland, fatherland@
@Nusantara@|@Malay archipelago@
@nya@|@his, her, its@
@nyah@|@go away!, get away!@
@nyahcas@|@release the electric charge of@
@nyahjangkit@|@disinfect@
@nyahpecutan@|@deceleration@
@nyala@|@flame@
@nyaman@|@fresh, pleasant (of atmosphere, food)@
@nyamuk@|@mosquito@
@nyamuk@|@mosquitos@
@nyanyi@|@sing@
@nyanyi@|@singing@
@nyanyuk@|@dotage, senility with feeble mind@
@nyaring@|@piercing and shrill (of sound)@
@nyaris@|@almost, nearly@
@nyata@|@apparent, evident, clear, concrete@
@nyawa@|@life@
@nyenyak@|@sound asleep@
@nyiru@|@triangular tray made from bamboo@
@nyiur@|@coconut@
@nyonya@|@term used for married Chinese lady@
@nyunyut@|@suck@
@objek@|@object@
@obor@|@torch@
@oceh@|@talk rapidly, jabber, chatter@
@ogah@|@hookah@
@Ogos@|@August@
@oh@|@exclamation of delight, pain or emphasis@
@oi@|@a shout for attention@
@Oktober@|@October@
@olah@|@attitude, manner@
@olah-olah@|@playfully@
@olahraga@|@athletic (adj.), athletics (noun)@
@olakan@|@convection, eddy@
@oleh@|@by, because of@
@oleh@|@by@
@oleng@|@sway, rock@
@olok-olok@|@jest, joke, make fun@
@ombak@|@wave@
@omel@|@grouse, grumble@
@omong@|@chatter, empty talk@
@onar@|@commotion, uproar@
@onde-onde@|@sweet dumpling of flour and coconut@
@ongkos@|@cost, expenditure@
@ooh@|@exclamation of surprise, pleasure or pain@
@opah@|@grandmother@
@orang@|@classifier (used for counting people)@
@orang@|@person or people@
@orang asing@|@foreigner@
@orang Belanda@|@Dutch@
@orang Cina@|@Chinese@
@orang Inggeris@|@English@
@orang Jepun@|@Japanese@
@orang Jerman@|@German@
@orang Malayu@|@Malay@
@orang Moldivian@|@Maldivian@
@orang Perancis@|@French@
@orang rumah@|@wife@
@orang Sepanyol@|@Spanish@
@orang-orangan@|@puppet, scarecrow@
@oren@|@orange@
@otak@|@brain, mind@
@otak@|@brain@
@otak beku@|@stupid person@
@otak udang@|@stupid@
@otot@|@muscle@
@overthrow@|@terguling@
@pacak@|@to erect a pointed pole in the ground@
@pacal@|@I, me (when addressing royalty)@
@pacat@|@land (or jungle) leech@
@pacul@|@hoe, to appear suddenly@
@pada@|@at, on, in, to, according to@
@pada@|@at@
@padah@|@omen, warning@
@padam@|@to extinguish, to put off, to switch off, to rub@
@padan@|@matched, fitting, suited@
@padanan@|@suitability;@
@padang@|@field@
@padang bola@|@football field@
@padang pasir@|@desert@
@padat@|@compact, packed, dense@
@paderi@|@priest@
@padi@|@rice-plant, rice-grain with its husk@
@padu@|@solid, united@
@paduka@|@excellency, majesty@
@pagar@|@fence@
@pagi@|@morning@
@pagi-pagi@|@early in the morning@
@pagut@|@to peck (of bird)@
@paha@|@thigh@
@pahala@|@reward, merit@
@pahat@|@chisel@
@pahit@|@bitter@
@pahlawan@|@hero, warrior@
@pajak@|@lease@
@pajak gadai@|@pawnshop@
@pak@|@father, uncle@
@pakai@|@to wear@
@pakai@|@to wear, to use@
@pakaian@|@clothing@
@pakaian@|@clothes@
@pakaian seragam@|@uniform@
@pakal@|@to caulk@
@pakar@|@expert, specialist@
@pakar runding@|@consultant@
@pakat@|@to agree, to conspire@
@pakatan@|@pact, agreement, treaty, conspiracy@
@pakcik@|@uncle@
@pakis@|@fern@
@paksa@|@to force, to compel@
@paksaan@|@compulsion@
@paksi@|@axis@
@paku@|@nail, ferns@
@pala@|@nutmeg@
@palam@|@grout, plug@
@palang@|@crossbar@
@paling@|@the most, extremely, to turn away@
@palit@|@to smear, to smudge@
@palsu@|@false@
@palu@|@to hit, to beat@
@paluan@|@a knock, a blow@
@palung@|@pool, trough@
@palut@|@wrapping, covering@
@pamah@|@lowlands@
@paman@|@uncle@
@pamer@|@to exhibit@
@pameran@|@exhibition@
@pampang@|@to spread out, to stretch out@
@pampas@|@compensation@
@pampasan@|@compensation@
@panah@|@bow (for shooting arrows)@
@panahan@|@archery@
@panas@|@hot, feverish@
@panas@|@hot@
@panas terik@|@very hot, blistering, scorching@
@panas-panas@|@hot@
@panau@|@pityriasis versicolor (a type of skin disease)@
@panca@|@five@
@pancaindera@|@the five senses@
@pancalogam@|@an alloy of five metals@
@pancang@|@pole or stake driven into the ground@
@pancar@|@to gush out, to radiate, to broadcast, to emit@
@pancaragam@|@band or orchestra@
@pancaran@|@spout, broadcast, emission, beam or ray@
@pancing@|@fishing hook, to fish@
@pancit@|@a puncture@
@pancung@|@to behead@
@pancungan@|@decapitation@
@pancur@|@to spurt out, to spout, to flow@
@pancut@|@to gush out, to spurt@
@pancutan@|@a spurt, an ejection@
@pandai@|@clever, intelligent@
@pandai@|@clever@
@pandang@|@to look, to consider@
@pandang-memandang@|@to exchange looks or glances@
@pandangan@|@opinion, view@
@pandir@|@stupid@
@pandu@|@drive@
@pandu@|@to guide, to drive, to pilot@
@pandu puteri@|@girl guide@
@panduan@|@guidance, directory@
@panggang@|@to roast, to toast, roasted@
@panggang@|@to roast@
@panggil@|@call@
@panggil@|@to call@
@panggilan@|@a call, a summon, name or title@
@panggung@|@theatre, stage@
@panggung wayang@|@cinema@
@pangkah@|@a cross, to put a cross@
@pangkal@|@beginning, base@
@pangkalan@|@base, jetty@
@pangkas@|@to clip or cut@
@pangkat@|@rank@
@pangkin@|@bunk@
@pangku@|@to take on one's lap, to hold office in an a@
@pangkuan@|@the lap@
@panglima@|@warrior, commander@
@pangsa@|@compartment, section (of fruit)@
@pangsapuri@|@apartment@
@panitia@|@commission, committee@
@panjang@|@long@
@panjang akal@|@resourceful, intelligent@
@panjangnya@|@length@
@panjat@|@to climb@
@panji-panji@|@bunting, streamer@
@pantai@|@beach, coast@
@pantai@|@shore, beach@
@pantang@|@prohibition, abstinence, to abstain@
@pantang larang@|@prohibition, taboo@
@pantas@|@fast, quick, swift@
@pantat@|@posterior or bottom, external genitalia@
@pantul@|@to bounce back, to bound, to spring@
@pantulan@|@reflex, rebound@
@pantun@|@quatrain@
@panyambut@|@receptionist@
@papa@|@very poor@
@papa kedana@|@destitute@
@papah@|@supported, to support@
@papan@|@plank@
@papan catur@|@chess-board@
@papan hitam@|@blackboard@
@papan iklan@|@billboard@
@papan kenyataan@|@notice-board@
@papar@|@flat@
@papas@|@to take off, to strip off, to counteract@
@para@|@prefix denoting large numbers or large amount@
@para-para@|@rack, shelf@
@parah@|@serious, critical (of illness or injury)@
@parang@|@chopping-knife@
@paras@|@face, level@
@parau@|@hoarse (of voice)@
@pari@|@ray, skate@
@pari-pari@|@fairy@
@parit@|@ditch, drain@
@paru-paru@|@lung@
@paruh@|@bill, beak, half@
@parut@|@scar, to grate or scrape@
@pasa raya@|@supermarket@
@pasak@|@pin, peg, wedge@
@pasang@|@classifier(used to count objects in pairs;shoes@
@pasang@|@pair@
@pasang@|@pair, set, to install, to affix, to fasten (@
@pasang badan@|@to dress up@
@pasang telinga@|@to eavesdrop@
@pasangan@|@couple@
@pasar@|@market@
@pasar borong@|@wholesale market@
@pasar gelap@|@black market@
@pasar malam@|@night market@
@pasar raya@|@supermarket@
@pasaraya@|@supermarket@
@pasir@|@sand@
@pasport@|@passport@
@pasti@|@definite, certain, sure@
@pasti@|@sure@
@pasu@|@flower-pot, vase@
@pasu bunga@|@flower vase@
@pasu-pasu@|@cheek bones@
@pasukan@|@team, unit of troops@
@pasung@|@pillory, handcuffs@
@patah@|@broken (of long objects), fracture, numeral@
@patah hati@|@broken-hearted@
@pateri@|@solder@
@pati@|@essence, extract@
@patik@|@I, me (used when talking to royal person)@
@patuh@|@obedient@
@patuk@|@bite, sting, peck@
@patuk@|@to peck, to bite (of snake)@
@patung@|@statue, dummy, doll, idol@
@patung-patung@|@dragon-fly@
@patut@|@fair, reasonable, right and proper, appropriate@
@paus@|@whale@
@paut@|@to hold on tightly, to cling on@
@pawagam@|@cinema, theatre@
@pawah@|@sharing of profits between tenant and landlord@
@pawang@|@Malay witch doctor@
@paya@|@swamp@
@paya bakau@|@mangrove swamp@
@payah@|@difficult@
@payau@|@brackish@
@payung@|@umbrella@
@pecah@|@to break@
@pecahan@|@fraction (numbers)@
@pecahan@|@fraction@
@pecat@|@to dismiss@
@pecut@|@to accelerate@
@pedagang@|@trader, merchant@
@pedalaman@|@hinterland, interior@
@pedang@|@sword@
@pedap@|@to imbibe or absorb@
@pedas@|@spicy@
@pedas@|@hot (of chillies and curry), caustic@
@pedati@|@caravan, cart, carriage@
@pedih@|@smarting, sorrowful@
@pedoman@|@compass, guide@
@peduli@|@to bother about, to mind, to care@
@pegaga@|@a kind of creeping plant@
@pegang@|@to hold, to control@
@pegangan@|@a hold, something that is held@
@pegawai@|@officer@
@pegawat@|@officer@
@peguam@|@lawyer@
@Peguam Negara@|@Attorney-General@
@peguambela@|@advocate, barrister@
@peguamcara@|@solicitor@
@pegun@|@petrified, silent in meditation@
@pejabat@|@office@
@pejabat pos@|@post office@
@pejal@|@solid, firm@
@pejalan kaki@|@pedestrian@
@pejalwapan@|@condensation@
@pejam@|@to close or shut (of eyes)@
@pejuang@|@fighter@
@peka@|@sensitive@
@pekak@|@deaf@
@pekan@|@town, marketplace@
@pekan@|@town@
@pekap@|@to cover (mouth or ears) with the hand@
@pekarangan@|@front portion of house@
@pekasam@|@fish or meat pickled in brine@
@pekat@|@thick or concentrated (of liquid)@
@pekebun@|@gardener, farmer@
@pekedai@|@shopkeeper@
@pekerja@|@employee@
@pekerja@|@worker@
@pekerjaan@|@occupation, work@
@pekerti@|@character, disposition@
@pekik@|@to scream@
@pelajar@|@student@
@pelajaran@|@lesson@
@pelakon@|@actor, actress@
@pelamin@|@bridal dais@
@pelampung@|@float, buoy@
@pelana@|@saddle@
@pelancong@|@tourist@
@pelanduk@|@mouse-deer@
@pelanggan@|@customer@
@pelangi@|@rainbow@
@pelantar@|@long bench, landing on stairs@
@pelanting@|@to scatter@
@pelat@|@faulty pronunciation, dialect, accent@
@pelawa@|@to invite@
@pelawaan@|@invitation@
@pelayan@|@waiter@
@pelbagai@|@assorted, variety@
@pelbagai@|@various@
@pelecok@|@to sprain@
@pelekat@|@gum, glue@
@pelepah@|@rib of palm leaf, rib of feather, frond of palm t@
@pelesir@|@to gallivant@
@pelihara@|@to rear, to take care of@
@peliharaan@|@that which is being reared@
@pelik@|@strange, queer@
@pelita@|@lamp@
@pelopor@|@pioneer@
@pelosok@|@corner, nook (of country)@
@peluang@|@chance, opportunity@
@peluh@|@sweat, perspiration@
@peluk@|@to embrace, to hug@
@pelukan@|@a hug@
@pelukis@|@artist@
@pelumba@|@racer@
@peluru@|@bullet@
@pemahaman@|@understanding@
@pemain@|@player@
@pemandu@|@driver@
@pemandu teksi@|@taxi-driver@
@pembabitan@|@involvement@
@pembaca@|@reader@
@pembacaan@|@act of reading@
@pembahagi@|@divider@
@pembahagian@|@allotment@
@pembaharuan@|@renewal@
@pembahas@|@debater@
@pembaikan@|@correction, improvement@
@pembakaran@|@act of burning@
@pembakuan@|@standardization@
@pembalakan@|@logging@
@pembalikan@|@act of turning upside down, act of@
@pembalut@|@wrapping, bandage@
@pembancuhan@|@act of mixing or stirring@
@pembangkang@|@the opposition, one who is opposing@
@pembantah@|@opposer@
@pembantai@|@butcher@
@pembantaian@|@act of slaughtering@
@pembanterasan@|@eradication@
@pembantu@|@assistant, helper@
@pembaratan@|@westernization@
@pembaris@|@ruler@
@pembaruan@|@renovations, reforms@
@pembasmian@|@eradication@
@pembatalan@|@cancellation@
@pembatasan@|@limitation@
@pembawa@|@bearer, carrier@
@pembawaan@|@talent@
@pembayar@|@payer@
@pembayaran@|@payment@
@pembaziran@|@wastage@
@pembedahan@|@surgical operation@
@pembekal@|@supplier@
@pembekalan@|@that which is supplied@
@pembekuan@|@coagulation@
@pembelaan@|@defence, protection@
@pembeli@|@purchaser@
@pembelian@|@the purchase@
@pembelit@|@swindler, deceiver@
@pembelot@|@traitor@
@pembelotan@|@betrayal, treason@
@pembenci@|@one who hates@
@pembentukan@|@formation, creation, establishment@
@pemberesan@|@settlement, arrangement@
@pemberhentian@|@stoppage@
@pemberi@|@one who gives@
@pemberian@|@gift, allowance@
@pemberita@|@reporter, journalist@
@pemberita@|@journalist (reporter)@
@pemberitahuan@|@announcement, notification@
@pemberontak@|@a rebel, an insurgent@
@pemberontakan@|@a rebellion, a revolt@
@pembersih@|@cleaner@
@pembersihan@|@act of cleaning@
@pembesar@|@dignitary@
@pembetulan@|@correction@
@pembetungan@|@sewerage@
@pembezaan@|@differentiation, discrimination;@
@pembiakan@|@breeding, reproduction@
@pembiaya@|@the person who pays for the expenses@
@pembiayaan@|@financing, subsidisation@
@pembimbing@|@a guide or leader, adviser@
@pembina@|@builder@
@pembinaan@|@construction@
@pembinasa@|@destroyer@
@pembinasaan@|@destruction@
@pembiusan@|@anesthetisation@
@pembohong@|@liar@
@pembohongan@|@a lie@
@pembonceng@|@passenger@
